Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,25/10/2024,VI-124461,754.50,Revenue,Premier Sportscoach Solutions,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,25/10/2024,VI-124462,798.50,Revenue,Premier Sportscoach Solutions,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,25/10/2024,VI-124463,"1,117.50",Revenue,Premier Sportscoach Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,01/10/2024,VI-122970,"7,003.44",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,09/10/2024,VI-123735,"3,676.97",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,29/10/2024,VI-124455,"5,520.93",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,General Purchases,10/10/2024,VI-123714,382.00,Revenue,Printed Easy,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,22/10/2024,VI-118747,"2,240.00",Capital,Proximity Futures Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,22/10/2024,VI-118434,"31,575.50",Capital,Proximity Futures Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Premises Expenses,Building Services - Responsive Maintenance,30/10/2024,VI-122826,"3,000.00",Revenue,Proximity Futures Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Alarm Servicing,11/10/2024,VI-122834,"1,031.04",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Emergency Lighting,11/10/2024,VI-122836,"2,217.00",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Holding Account - Cash Out,Capital Expenditure,11/10/2024,VI-123875,"8,059.30",Capital,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Emergency Lighting,11/10/2024,VI-122520,"2,217.00",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,11/10/2024,VI-122427,"16,386.48",Capital,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Alarm Servicing,18/10/2024,VI-123511,"16,926.28",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Premises Expenses,Building Services - Responsive Maintenance,29/10/2024,VI-124681,446.61,Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Software Maintenance,04/10/2024,VI-123165,"1,560.00",Revenue,Production Bureau Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,15/10/2024,VI-124052,912.00,Revenue,Provide Care Solutions Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Technical Training,11/10/2024,VI-123560,"2,500.00",Revenue,Propertymark Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,08/10/2024,VI-123016,699.83,Revenue,Pro Sentry Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,08/10/2024,VI-123017,"2,501.52",Revenue,Pro Sentry Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,08/10/2024,VI-123018,"2,501.52",Revenue,Pro Sentry Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,08/10/2024,VI-123019,"2,858.88",Revenue,Pro Sentry Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,08/10/2024,VI-123020,"2,501.52",Revenue,Pro Sentry Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,08/10/2024,VI-123021,"2,501.52",Revenue,Pro Sentry Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,08/10/2024,VI-123405,"2,501.52",Revenue,Pro Sentry Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,15/10/2024,VI-123733,"2,858.88",Revenue,Pro Sentry Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,04/10/2024,VI-123205,714.00,Revenue,R J Pryce and Co Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,18/10/2024,VI-123113,277.36,Revenue,R J Pryce and Co Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,18/10/2024,VI-124210,"1,101.78",Revenue,R J Pryce and Co Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,22/10/2024,VI-124417,462.60,Revenue,R J Pryce and Co Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,01/10/2024,VI-122925,"4,656.30",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,04/10/2024,VI-123276,"1,167.65",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,11/10/2024,VI-123916,"6,801.30",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,11/10/2024,VI-123881,"1,167.65",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,11/10/2024,VI-123880,"2,037.75",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,15/10/2024,VI-123609,"17,065.04",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,22/10/2024,VI-124283,"9,063.45",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,25/10/2024,VI-124602,"2,317.15",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,25/10/2024,VI-124599,"3,497.60",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Other Financial Transactions,Expenditure not charged to Cost of Service,Finance Lease Interest Payable,01/10/2024,VI-124001,"60,882.33",Revenue,Pulse Fitness,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Holding Account - Cash Out,Capital Expenditure,04/10/2024,VI-123179,"2,471.00",Capital,Purcell Architecture Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Hardware Purchases,18/10/2024,VI-120634,"13,685.06",Revenue,Synectics Security Limited,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,04/10/2024,VI-123129,"2,826.68",Revenue,RAB Consultants Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,04/10/2024,VI-123130,"3,253.40",Revenue,RAB Consultants Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,04/10/2024,VI-123131,"3,900.02",Revenue,RAB Consultants Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,08/10/2024,VI-123370,"2,787.00",Revenue,Peter Ramsey General Building,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/10/2024,VI-123872,"1,651.00",Revenue,Peter Ramsey General Building,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,30/10/2024,VI-124684,844.00,Revenue,Peter Ramsey General Building,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,01/10/2024,VI-122954,"5,590.08",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,15/10/2024,VI-124002,"5,893.92",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,18/10/2024,VI-124251,850.00,Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,30/10/2024,VI-124834,"8,761.53",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,01/10/2024,VI-123007,890.22,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,04/10/2024,VI-123350,765.75,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,04/10/2024,VI-123004,"1,215.42",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,04/10/2024,VI-123354,765.75,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,11/10/2024,VI-123882,843.09,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,15/10/2024,VI-124059,842.16,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,15/10/2024,VI-124060,274.07,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,15/10/2024,VI-124062,"1,159.13",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,15/10/2024,VI-124063,397.40,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,15/10/2024,VI-124064,272.15,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,22/10/2024,VI-124437,931.59,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,22/10/2024,VI-124438,987.64,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,29/10/2024,VI-124671,849.23,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,29/10/2024,VI-124670,702.61,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,29/10/2024,VI-124669,841.51,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,29/10/2024,VI-124668,510.50,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,29/10/2024,VI-124666,447.95,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,10/10/2024,VI-123670,"1,208.33",Revenue,Ravenwood Hall Hotel,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Health and Safety,22/10/2024,VI-124324,"2,335.00",Revenue,Red 7 Inshore Diving Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Health and Safety,22/10/2024,VI-124325,"2,335.00",Revenue,Red 7 Inshore Diving Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,01/10/2024,VI-122980,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,01/10/2024,VI-122981,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,08/10/2024,VI-123461,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,18/10/2024,VI-124246,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,18/10/2024,VI-124245,"2,633.40",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,22/10/2024,VI-124316,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,22/10/2024,VI-124317,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,25/10/2024,VI-124648,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,25/10/2024,VI-124650,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,29/10/2024,VI-124660,"4,500.00",Revenue,Rendlesham Community Centre,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,15/10/2024,VI-124149,"1,161.68",Revenue,Re-Utilise,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,25/10/2024,VI-124384,"86,002.38",Revenue,Reydon Parish Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Miscellaneous Other Services,15/10/2024,VI-123902,"12,732.81",Revenue,RH Environmental Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,22/10/2024,VI-124424,"1,999.00",Revenue,Richard Wills Training Associates,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Other Office Expenses,01/10/2024,VI-121334,"2,487.23",Revenue,Riso (UK) Limited,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,11/10/2024,VI-122771,"30,699.00",Revenue,Risk & Policy Analysts Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Other Ext Provided Services,22/10/2024,VI-123101,"8,950.00",Revenue,Roadvert Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Employee Expenses,Technical Training,04/10/2024,VI-123160,"1,250.00",Revenue,Roar B2B Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,29/10/2024,VI-124792,"5,500.00",Revenue,Robert Mayes Charity,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,09/10/2024,VI-123574,"1,052.76",Revenue,Rock Compliance Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,29/10/2024,VI-124746,"1,200.00",Revenue,Ropeth,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Civic Events,22/10/2024,VI-124311,300.00,Revenue,Royal British Legion,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,09/10/2024,VI-123668,"12,000.00",Revenue,Royal Haskoning Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,04/10/2024,VI-122494,550.79,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,11/10/2024,VI-123047,370.78,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,18/10/2024,VI-123046,266.66,Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,04/10/2024,VI-123109,"1,277.87",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,15/10/2024,VI-123848,"1,415.66",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,18/10/2024,VI-124205,"1,702.04",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,29/10/2024,VI-124527,"1,131.82",Revenue,Royal Mail,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Grants & Contributions,15/10/2024,VI-124074,"5,000.00",Revenue,Royal Norfolk & Suffolk Yacht Club,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Technical Training,29/10/2024,VI-124820,280.00,Revenue,Royal Town Planning Institute,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Bank Fees,04/10/2024,VI-123819,419.50,Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Tax Collection Cost,Supplies and Services,Bank Fees,04/10/2024,VI-123818,"1,115.17",Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
