Beneficiary,Category/Purpose,Department,Net value,VAT Value,Gross,Date incurred -Payment Date
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45131
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45131
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,4570.78,0,4570.78,45162
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,4570.78,0,4570.78,45162
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45162
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45162
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,4559.13,0,4559.13,45131
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,4559.13,0,4559.13,45162
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-659.13,0,-659.13,45131
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-659.13,0,-659.13,45162
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,4993.34,0,4993.34,45162
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-721.91,0,-721.91,45162
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,5004.14,0,5004.14,45191
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-721.9,0,-721.9,45191
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6000,0,6000,45191
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-1200,0,-1200,45191
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,4915.43,0,4915.43,45162
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6200,0,6200,45131
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6200,0,6200,45162
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-1240,0,-1240,45131
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-1240,0,-1240,45162
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6137.61,0,6137.61,45191
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-941.61,0,-941.61,45191
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6342.2,0,6342.2,45131
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6342.2,0,6342.2,45162
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45131
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45162
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6513.04,0,6513.04,45191
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-941.61,0,-941.61,45191
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6572.23,0,6572.23,45191
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-941.61,0,-941.61,45191
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6791.3,0,6791.3,45131
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45131
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6791.31,0,6791.31,45162
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45162
Acer Healthcare Operations Limited,Respite Costs,Long Term Care,7381.45,0,7381.45,45162
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-1067.17,0,-1067.17,45162
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,12255.07,0,12255.07,45131
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-1569.36,0,-1569.36,45131
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,2992,0,2992,45131
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,13250.28,0,13250.28,45131
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-439.42,0,-439.42,45131
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,24749.57,0,24749.57,45162
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-3578.14,0,-3578.14,45162
Achieve Together Limited,Supptd Accommodation,Long Term Care,668.07,0,668.07,45177
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,1154.07,0,1154.07,45177
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,1233.03,0,1233.03,45180
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,1270.98,0,1270.98,45177
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,1296.01,0,1296.01,45177
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,1549.91,0,1549.91,45177
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,1566.51,0,1566.51,45177
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,1782.67,0,1782.67,45180
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,1826.67,0,1826.67,45177
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,1873.69,0,1873.69,45180
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,1990.83,0,1990.83,45180
Achieve Together Limited,Supptd Accommodation,Long Term Care,2743.14,0,2743.14,45162
Achieve Together Limited,Supptd Accommodation,Long Term Care,2743.15,0,2743.15,45131
Achieve Together Limited,Supptd Accommodation,Long Term Care,2787.39,0,2787.39,45191
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,4738.88,0,4738.88,45131
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,4738.88,0,4738.88,45162
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,4815.3,0,4815.3,45191
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,5062.87,0,5062.87,45162
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,5062.88,0,5062.88,45131
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,5144.53,0,5144.53,45191
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,5218.58,0,5218.58,45131
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,5218.59,0,5218.59,45162
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,5302.76,0,5302.76,45191
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,5321.63,0,5321.63,45162
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,5321.64,0,5321.64,45131
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,5407.46,0,5407.46,45191
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,6364.08,0,6364.08,45131
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,6364.08,0,6364.08,45162
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,6431.7,0,6431.7,45131
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,6431.71,0,6431.71,45162
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,6466.71,0,6466.71,45191
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,6535.46,0,6535.46,45191
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,7319.36,0,7319.36,45162
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,7319.37,0,7319.37,45131
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,7437.43,0,7437.43,45191
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,7500.67,0,7500.67,45131
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,7500.67,0,7500.67,45162
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,7621.63,0,7621.63,45191
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,7693.18,0,7693.18,45131
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,7693.18,0,7693.18,45162
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,7817.27,0,7817.27,45191
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,8174.61,0,8174.61,45131
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,8174.61,0,8174.61,45162
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,8306.44,0,8306.44,45191
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,1228.27,0,1228.27,45180
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,5043.52,0,5043.52,45131
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,5043.53,0,5043.53,45162
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,5124.86,0,5124.86,45191
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,2139.67,0,2139.67,45177
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,8785.09,0,8785.09,45131
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,8785.09,0,8785.09,45162
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,8926.8,0,8926.8,45191
Achieve with Autism Consultancy Ltd,Residential Schools,DSG Prov For Therapy Serv,550,0,550,45125
ACM Speech and Language Therapy,Residential Schools,DSG Prov For Therapy Serv,2386,0,2386,45191
Acorn Care & Education Ltd,Consultants Fees,Ind Residential Day School Placement,122751.18,24550.226,147301.406,45169
Acorn Homes UK Limited,Residential Placemnt,Childrens Placements,19714.2,0,19714.2,45117
Acorn Homes UK Limited,Residential Schools,EOTAS & AP,20000,0,20000,45134
Acorn Homes UK Limited,Residential Schools,Ind Residential Day School Placement,20000,0,20000,45140
Acorn Homes UK Limited,Residential Placemnt,Childrens Placements,20371.34,0,20371.34,45114
Acorn Homes UK Limited,Residential Placemnt,Childrens Placements,20371.34,0,20371.34,45154
Acorn Homes UK Limited,Residential Placemnt,Childrens Placements,20371.34,0,20371.34,45177
Acorn Mintessori School Ltd,Soc. Serv Client DP,Permanency Team,652.62,0,652.62,45114
Acorn Montessori,Soc. Serv Client DP,Permanency Team,652.62,0,652.62,45139
ACORN MONTESSORI SCHOOL,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,13319.67,0,13319.67,45187
Acquah Lodge,Consultants Fees,P-DSG Transport Educ - Ops,600,0,600,45152
Acquah Lodge,Consultants Fees,P-DSG Transport Educ - Ops,720,0,720,45152
Acquah Lodge,Consultants Fees,P-DSG Transport Educ - Ops,720,0,720,45152
Acquah Lodge,Consultants Fees,P-DSG Transport Educ - Ops,720,0,720,45152
Acquah Lodge,Consultants Fees,P-DSG Transport Educ - Ops,850,0,850,45142
Acquah Lodge,Consultants Fees,P-DSG Transport Educ - Ops,1020,0,1020,45142
Acquah Lodge,Consultants Fees,P-DSG Transport Educ - Ops,1080,0,1080,45142
Acquah Lodge,Consultants Fees,P-DSG Transport Educ - Ops,1080,0,1080,45145
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1975.15,0,-1975.15,45162
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1975.14,0,-1975.14,45131
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1911.43,0,-1911.43,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,881.31,0,881.31,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,910.69,0,910.69,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,910.69,0,910.69,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,938.7,0,938.7,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,969.99,0,969.99,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,969.99,0,969.99,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,4162.85,0,4162.85,45162
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1123.97,0,-1123.97,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,4162.86,0,4162.86,45131
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1123.97,0,-1123.97,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,3706.93,0,3706.93,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,3830.49,0,3830.49,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,3830.5,0,3830.5,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,4858.11,0,4858.11,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,5020.05,0,5020.05,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,5020.05,0,5020.05,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,6165,0,6165,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,6370.5,0,6370.5,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,6370.5,0,6370.5,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,6621.43,0,6621.43,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,6842.14,0,6842.14,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,6842.15,0,6842.15,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7203.94,0,7203.94,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7251.43,0,7251.43,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7296.64,0,7296.64,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7337.14,0,7337.14,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7444.07,0,7444.07,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7444.08,0,7444.08,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7493.14,0,7493.14,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7493.15,0,7493.15,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7539.86,0,7539.86,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7539.87,0,7539.87,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7581.71,0,7581.71,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7581.72,0,7581.72,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,10425.02,0,10425.02,45191
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-2814.83,0,-2814.83,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,8065.71,0,8065.71,45191
Acquah Lodge,Consultants Fees,Dsg Outborough Placement-Fees,8208,0,8208,45145
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,8334.57,0,8334.57,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,8334.57,0,8334.57,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,14467.89,0,14467.89,45191
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-4824.86,0,-4824.86,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,14950.15,0,14950.15,45131
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-4985.69,0,-4985.69,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,14950.15,0,14950.15,45162
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-4985.68,0,-4985.68,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,11241.43,0,11241.43,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,19380,0,19380,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,857.14,0,857.14,45191
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-8945.57,0,-8945.57,45191
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,11616.14,0,11616.14,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,11616.15,0,11616.15,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,20026,0,20026,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,885.71,0,885.71,45131
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-9243.76,0,-9243.76,45131
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,20026,0,20026,45162
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,885.72,0,885.72,45162
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-9243.75,0,-9243.75,45162
Active Prospects,Supptd Accommodation,Working Together - Learning Disability,12365.83,0,12365.83,45191
Active Prospects,Supptd Accommodation,Working Together - Learning Disability,12778.02,0,12778.02,45131
Active Prospects,Supptd Accommodation,Working Together - Learning Disability,12778.03,0,12778.03,45162
Activetime Day Nursery Ltd,Private Nurseries,2 year old offer,8719.2,0,8719.2,45176
Activetime Day Nursery Ltd,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,22809.15,0,22809.15,45187
Acuity Research & Practice Ltd,Other Professionals,HRA Investment in Services,1468,293.6,1761.6,45112
Acuity Research & Practice Ltd,Other Professionals,HRA Investment in Services,6140.5,1228.1,7368.6,45112
Adesek Ltd,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,1529.9,0,1529.9,45152
Adesek Ltd,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,1596.76,0,1596.76,45152
Adesek Ltd,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,2191.08,0,2191.08,45149
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,517.26,0,517.26,45121
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,519.92,0,519.92,45149
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,523.5,0,523.5,45181
