Transparency Report - December 2024,,,,,
Date,Supplier,Department ,CC Description,Ledger Code,Amount
13/12/2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£648.96
13/12/2024,Care staff Services,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£625.24
17/12/2024,Westminster Home Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£433.57
17/12/2024,Westminster Home Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,013.29"
17/12/2024,Westminster Home Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£626.38
17/12/2024,Westminster Home Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£732.26
17/12/2024,Westminster Home Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£876.40
17/12/2024,Westminster Home Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,006.04"
17/12/2024,Westminster Home Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£722.12
17/12/2024,Bluebird Care (Luton),Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,860.69"
17/12/2024,Bluebird Care (Luton),Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,850.55"
17/12/2024,Bluebird Care (Luton),Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£425.88
17/12/2024,Bluebird Care (Luton),Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£2,154.75"
17/12/2024,Bluebird Care (Luton),Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,886.04"
17/12/2024,Bluebird Care (Luton),Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£450.00
17/12/2024,Bluebird Care (Luton),Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,252.29"
20/12/2024,City Home care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,252.05"
20/12/2024,The Bedfordshire Chamber Of Commerce,Inclusive Economy,Service Director Inclusive Growth, Projects -Luton 2040,"£1,000.00"
20/12/2024,University of Bedfordshire,Inclusive Economy,Service Director Inclusive Growth, Projects -Luton 2040,£558.99
05/12/2024,Redacted Personal Payment,Inclusive Economy,Cultural and Community Events,Services - spend from Luton Rising contribution (see 6154),£550.00
12/12/2024,Desi Arts Development Group,Inclusive Economy,Cultural and Community Events,Services - spend from Luton Rising contribution (see 6154),"£5,900.00"
17/12/2024,Net Consent Limited,Population Wellbeing,Management Support,Priority 1 Training,£600.00
04/12/2024,Sunbeam Pride Fostering Service,Children Families and Education Services,Unaccompanied Asylum Seeker Children,Allowances to Foster Parents - OLA`s,£281.95
13/12/2024,Sunbeam Pride Fostering Service,Children Families and Education Services,Unaccompanied Asylum Seeker Children,Allowances to Foster Parents - OLA`s,"£3,627.00"
13/12/2024,Sunbeam Pride Fostering Service,Children Families and Education Services,Unaccompanied Asylum Seeker Children,Allowances to Foster Parents - OLA`s,"£3,520.71"
13/12/2024,Sunbeam Pride Fostering Service,Children Families and Education Services,Unaccompanied Asylum Seeker Children,Allowances to Foster Parents - OLA`s,"£3,510.00"
13/12/2024,Sunbeam Pride Fostering Service,Children Families and Education Services,Unaccompanied Asylum Seeker Children,Allowances to Foster Parents - OLA`s,"£3,407.14"
20/12/2024,National Fostering Agency,Children Families and Education Services,Unaccompanied Asylum Seeker Children,Allowances to Foster Parents - OLA`s,"£3,642.90"
03/12/2024,Cliffe Enterprise Ltd,Inclusive Economy,Garden Recycling,Miscellaneous Expenses,"£2,525.00"
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,Garden Recycling,Contract Waste,£271.16
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,Garden Recycling,Contract Waste,"£30,273.03"
03/12/2024,Storm Environmental Ltd,Inclusive Economy,General Refuse Collection,Maintenance of Refuse Containers,"£2,798.00"
03/12/2024,Storm Environmental Ltd,Inclusive Economy,General Refuse Collection,Maintenance of Refuse Containers,£699.50
03/12/2024,Storm Environmental Ltd,Inclusive Economy,General Refuse Collection,Maintenance of Refuse Containers,£719.50
03/12/2024,Storm Environmental Ltd,Inclusive Economy,General Refuse Collection,Maintenance of Refuse Containers,"£2,292.80"
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,Commercial Waste,Other Commercial Waste,"£19,234.53"
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,Commercial Waste,Other Commercial Waste,"£2,614.41"
24/12/2024,J P Hygiene Supplies,Inclusive Economy,Street Cleansing,Purchase Of Materials,"£1,275.00"
20/12/2024,LCST Trading Ltd,Inclusive Economy,Street Cleansing,Services - Professional,£710.75
16/12/2024,ASM Auto Recycling Ltd,Inclusive Economy,Neighbourhood Enforcement Team,Services - UV Storage,"£2,805.00"
16/12/2024,Thirty Nine Essex Street (Services) Limited,Inclusive Economy,Investigations Hub,Legal Expenses,"£2,169.00"
20/12/2024,R H Environmental Ltd,Inclusive Economy,Investigations Hub,Noise App,"£2,084.50"
03/12/2024,Gavin Jones Limited,Inclusive Economy,Arboriculture,Sub-Contractors,"£3,276.00"
03/12/2024,Gavin Jones Limited,Inclusive Economy,Arboriculture,Sub-Contractors,£280.00
06/12/2024,Rose Tree Surgeons & Vvegetation,Inclusive Economy,Arboriculture,Sub-Contractors,"£1,250.00"
06/12/2024,Gavin Jones Limited,Inclusive Economy,Arboriculture,Sub-Contractors,£621.00
06/12/2024,Treework Environmental Practice,Inclusive Economy,Arboriculture,Sub-Contractors,"£7,504.80"
09/12/2024,Treework Environmental Practice,Inclusive Economy,Arboriculture,Sub-Contractors,"£1,199.88"
16/12/2024,Gavin Jones Limited,Inclusive Economy,Arboriculture,Sub-Contractors,£575.00
16/12/2024,Gavin Jones Limited,Inclusive Economy,Arboriculture,Sub-Contractors,£275.00
16/12/2024,Gavin Jones Limited,Inclusive Economy,Arboriculture,Sub-Contractors,£475.00
16/12/2024,Gavin Jones Limited,Inclusive Economy,Arboriculture,Sub-Contractors,£275.00
17/12/2024,Gavin Jones Limited,Inclusive Economy,Arboriculture,Sub-Contractors,£468.00
17/12/2024,Gavin Jones Limited,Inclusive Economy,Arboriculture,Sub-Contractors,£285.00
17/12/2024,Gavin Jones Limited,Inclusive Economy,Arboriculture,Sub-Contractors,£351.00
17/12/2024,Gavin Jones Limited,Inclusive Economy,Arboriculture,Sub-Contractors,£270.00
17/12/2024,Gavin Jones Limited,Inclusive Economy,Arboriculture,Sub-Contractors,£575.00
03/12/2024,Rose Tree Surgeons & Vvegetation,Inclusive Economy,Arboriculture,Other Sub-Contractors - 2,£660.00
17/12/2024,Gavin Jones Limited,Inclusive Economy,Arboriculture,Other Sub-Contractors - 2,£375.00
27/12/2024,Rose Tree Surgeons & Vvegetation,Inclusive Economy,Arboriculture,Other Sub-Contractors - 2,"£3,000.00"
05/12/2024,Rose Tree Surgeons & Vvegetation,Inclusive Economy,Arboriculture,Other Sub-Contractors - 3,£850.00
05/12/2024,Rose Tree Surgeons & Vvegetation,Inclusive Economy,Arboriculture,Other Sub-Contractors - 3,£350.00
05/12/2024,Rose Tree Surgeons & Vvegetation,Inclusive Economy,Arboriculture,Other Sub-Contractors - 3,"£2,200.00"
14/12/2024,Amethyst Horticulture LTD,Inclusive Economy,Grounds Maintenance,Purchase Of Materials General,£759.00
29/12/2024,Fleet(Line Markers)Ltd,Inclusive Economy,Grounds Maintenance,Purchase Of Materials General,"£3,613.05"
09/12/2024,Rose Tree Surgeons & Vvegetation,Inclusive Economy,Grounds Maintenance,Sub-Contractors,"£1,800.00"
24/12/2024,Rose Tree Surgeons & Vvegetation,Inclusive Economy,Grounds Maintenance,Sub-Contractors,£250.00
14/12/2024,Amethyst Horticulture LTD,Inclusive Economy,Harpenden Town Council,Parks,£440.00
14/12/2024,Amethyst Horticulture LTD,Inclusive Economy,Harpenden Town Council,Parks,"£6,300.00"
02/12/2024,Six Pump Court,Inclusive Economy,Food Division,Food Standard Sampling,"£1,000.00"
16/12/2024,5PB,Inclusive Economy,Food Division,Legal Expenses,£850.00
22/12/2024,Ricardo-AEA Ltd,Inclusive Economy,Environmental Protection,Pollution Monit.Initiative,"£1,380.00"
04/12/2024,Killgerm Chemicals Ltd,Inclusive Economy,Pest Control Division,Pest Control Materials,£830.40
13/12/2024,Killgerm Chemicals Ltd,Inclusive Economy,Pest Control Division,Pest Control Materials,£830.40
12/12/2024,Appledown,Inclusive Economy,Pest Control Division,CCTV,£780.00
17/12/2024,Appledown,Inclusive Economy,Pest Control Division,CCTV,£430.00
17/12/2024,Appledown,Inclusive Economy,Pest Control Division,CCTV,"£1,454.00"
18/12/2024,Appledown,Inclusive Economy,Pest Control Division,CCTV,£780.00
05/12/2024,National World Publishing Limited,Inclusive Economy,Env.Hlth Svce-Licensing Unit,Miscellaneous,£423.18
05/12/2024,VIP-System Ltd,Inclusive Economy,Env.Hlth Svce-Licensing Unit,Miscellaneous,"£3,125.70"
22/12/2024,AR Equine Ltd,Inclusive Economy,Env.Hlth Svce-Licensing Unit,Miscellaneous,£466.67
24/12/2024,CTS Traffic & Transportation Ltd,Inclusive Economy,Env.Hlth Svce-Licensing Unit,Miscellaneous,"£3,843.00"
24/12/2024,VIP-System Ltd,Inclusive Economy,Env.Hlth Svce-Licensing Unit,Miscellaneous,£824.15
05/12/2024,Pressfab Engineering Ltd,Inclusive Economy,Parks & Recreation Grounds,Travellers Verge Maintenance,"£4,855.00"
03/12/2024,Groundwork and Leisure Services Ltd,Inclusive Economy,Parks & Recreation Grounds,Fencing Paths & Car Parks,£590.00
11/12/2024,Volker Highways Crowley Ltd,Inclusive Economy,Parks & Recreation Grounds,Fencing Paths & Car Parks,"£1,156.59"
12/12/2024,Shaws Of Stopsley Ltd,Inclusive Economy,Parks & Recreation Grounds,Fencing Paths & Car Parks,£420.00
16/12/2024,Brickstone Renovation Ltd,Inclusive Economy,Parks & Recreation Grounds,Fencing Paths & Car Parks,"£1,935.88"
20/12/2024,M & S Water Services (Utilities) Limited,Inclusive Economy,Parks & Recreation Grounds,Fencing Paths & Car Parks,"£1,480.00"
05/12/2024,Groundwork and Leisure Services Ltd,Inclusive Economy,Parks & Recreation Grounds,Play Equipment,"£2,160.00"
06/12/2024,Groundwork and Leisure Services Ltd,Inclusive Economy,Parks & Recreation Grounds,Play Equipment,£760.00
15/12/2024,Kompan Ltd,Inclusive Economy,Parks & Recreation Grounds,Play Equipment,£542.85
05/12/2024,Guardforce Security Services Ltd,Inclusive Economy,Park Sports,Building Security Equipment,£615.00
18/12/2024,NPower Ltd,Inclusive Economy,Park Sports,Electricity,£475.07
23/12/2024,NPower Ltd,Inclusive Economy,Park Sports,Electricity,£711.64
23/12/2024,NPower Ltd,Inclusive Economy,Park Sports,Electricity,£931.92
23/12/2024,NPower Ltd,Inclusive Economy,Park Sports,Electricity,"£4,306.23"
02/12/2024,Marshalls Mono Limited,Inclusive Economy,Leisure Gardens,Fencing & Paths,£250.00
11/12/2024,Marshalls Mono Limited,Inclusive Economy,Leisure Gardens,Fencing & Paths,£653.28
09/12/2024,Thomas Bros Excavations (Luton) Ltd,Inclusive Economy,Cemeteries (incl Rothesay from 1.4.15),Skip Service,"£1,280.00"
06/12/2024,Guardforce Security Services Ltd,Inclusive Economy,Cemeteries (incl Rothesay from 1.4.15),Gatelocking Contract,£640.00
10/12/2024,Guardforce Security Services Ltd,Inclusive Economy,Cemeteries (incl Rothesay from 1.4.15),Gatelocking Contract,£480.00
13/12/2024,IFZW Maintenance Ltd,Inclusive Economy,Crematorium,Repairs To Furnaces,"£6,987.50"
13/12/2024,IFZW Maintenance Ltd,Inclusive Economy,Crematorium,Repairs To Furnaces,£772.90
18/12/2024,NPower Ltd,Inclusive Economy,Crematorium,Electricity,"£4,038.48"
04/12/2024,RGR Memorials,Inclusive Economy,Crematorium,Yorkstones,£269.50
04/12/2024,RGR Memorials,Inclusive Economy,Crematorium,Yorkstones,£269.50
13/12/2024,RGR Memorials,Inclusive Economy,Crematorium,Yorkstones,£269.50
05/12/2024,Bartham Press,Inclusive Economy,Crematorium,Printing,£275.00
05/12/2024,Bartham Press,Inclusive Economy,Crematorium,Printing,£305.00
06/12/2024,Vivedia Ltd,Inclusive Economy,Crematorium,Broadband ISDN or Other Dedicated Lines,"£3,219.00"
06/12/2024,Vivedia Ltd,Inclusive Economy,Crematorium,Broadband ISDN or Other Dedicated Lines,"£12,180.00"
16/12/2024,5PB,Inclusive Economy,Trading Standards,Analyses & Testing - Fair Trading,£637.50
16/12/2024,5PB,Inclusive Economy,Trading Standards,Legal Expenses,£600.00
16/12/2024,5PB,Inclusive Economy,Trading Standards,Legal Expenses,£350.00
20/12/2024,EETSA Ltd,Inclusive Economy,Trading Standards,Regional Membership,"£4,272.50"
20/12/2024,EETSA Ltd,Inclusive Economy,Trading Standards,Subscriptions,"£4,272.50"
03/12/2024,Epic Media Group Limited,Inclusive Economy,Waste Disposal Recycling,Promotional Materials,"£3,424.16"
03/12/2024,Epic Media Group Limited,Inclusive Economy,Waste Disposal Recycling,Promotional Materials,"£1,284.06"
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,FCC Contract Waste Disposal,Contract Waste,"£322,575.95"
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,FCC Contract Waste Disposal,Contract Waste,£364.47
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,FCC Contract Waste Disposal,Contract Waste,£965.79
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,FCC Contract Waste Disposal,Contract Waste,£907.78
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,FCC Contract Waste Disposal,Contract Waste,"£15,134.44"
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,FCC Contract Waste Disposal,Contract Waste,"£46,778.65"
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,FCC Contract Waste Disposal,Contract Waste,"£77,522.44"
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,FCC Contract Waste Disposal,Contract Waste,"£4,551.05"
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,FCC Contract Waste Disposal,Contract Waste,"£63,121.39"
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,FCC Contract Waste Disposal,Landfill Tax (Active),"£15,076.43"
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,FCC Contract Waste Disposal,Landfill Tax (Active),"£195,760.71"
12/12/2024,FCC Recycling (UK) Ltd,Inclusive Economy,FCC Contract Waste Disposal,Waste Treatment,"£357,732.59"
03/12/2024,Bevan Brittan,Inclusive Economy,Waste Contract Operations and Data,Services - Professional,"£2,810.00"
13/12/2024,Epic Media Group Limited,Inclusive Economy,Waste Minimisation,Promotional Activities,"£2,726.99"
13/12/2024,Woods Building Services Ltd,Inclusive Economy,Non-Contract Waste Disposal,Haz Waste-Flytipping,£555.00
13/12/2024,Aon Risk Services Limited,Housing and Community Bal Sh,Home Contents Insurance,Payments To Insurance Company,"£3,204.68"
02/12/2024,Thurlow Nunn (MV) Ltd,Other Corporate Balances,Car Loans To Officers,Advances Made To Officers,"£7,600.00"
18/12/2024,NPower Ltd,Environment/Reg Balance Sheet,Utilities Recharges to Active Luton,Paid In Year,"£6,928.42"
18/12/2024,NPower Ltd,Environment/Reg Balance Sheet,Utilities recharges to Luton Cultural Se,Paid In Year,"£1,882.21"
18/12/2024,NPower Ltd,Environment/Reg Balance Sheet,Utilities recharges to Luton Cultural Se,Paid In Year,"£3,985.73"
20/12/2024,Certas Energy UK Ltd,Environment/Reg Balance Sheet,Fuel Issues,Purchased In Year,"£22,555.06"
20/12/2024,Certas Energy UK Ltd,Environment/Reg Balance Sheet,Fuel Issues,Purchased In Year,"£29,584.05"
20/12/2024,Certas Energy UK Ltd,Environment/Reg Balance Sheet,Fuel Issues,Purchased In Year,"£29,139.10"
16/12/2024,Geo Browns Implements Ltd,Environment/Reg Balance Sheet,Transport Stores,Purchased In Year,£354.17
16/12/2024,Bedfordshire Auto Electrics Ltd,Environment/Reg Balance Sheet,Transport Stores,Purchased In Year,£575.00
16/12/2024,Innovative Safety Systems Limited,Environment/Reg Balance Sheet,Transport Stores,Purchased In Year,"£1,673.00"
17/12/2024,J P Hygiene Supplies,Environment/Reg Balance Sheet,Transport Stores,Purchased In Year,£980.78
16/12/2024,Prestige Design and Workwear Ltd,Environment/Reg Balance Sheet,Transport Stores - Clothing,Purchased In Year,£680.00
16/12/2024,Prestige Design and Workwear Ltd,Environment/Reg Balance Sheet,Transport Stores - Clothing,Purchased In Year,£594.00
16/12/2024,Prestige Design and Workwear Ltd,Environment/Reg Balance Sheet,Transport Stores - Clothing,Purchased In Year,£425.00
16/12/2024,J P Hygiene Supplies,Environment/Reg Balance Sheet,Transport Stores - Clothing,Purchased In Year,£619.16
17/12/2024,J P Hygiene Supplies,Environment/Reg Balance Sheet,Transport Stores - Clothing,Purchased In Year,£709.72
11/12/2024,Pennington Choices,Housing and Community Bal Sh,Mains Inspection,Paid In Year,£802.98
18/12/2024,H D Property Services Ltd,Housing and Community Bal Sh,Client Contribution,Client Contribution-Paid in Year,"£1,561.91"
02/12/2024,Ivorybridge Ltd,Other Corporate Balances,Deductions From Contractors,Paid To Commissioners,"£2,758.40"
23/12/2024,Salary Finance Ltd,Other Corporate Balances,Salary Finance,Paid to Salary Finance,"£15,783.26"
