PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT ,DESCRIPTION,£ SPEND (EXCLUDING VAT,
22/02/2024,Brymore Care Homes Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,24891.46,
22/02/2024,Bunnyhop Day Nursery,2 YEAR OLD ENTITLEMENT,EARLY YEARS QUALITY & SUFFICIENCY,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,5227.74,
22/02/2024,Bunnyhop Day Nursery,3 & 4 YEAR OLD ENTITLEMENT,EARLY YEARS QUALITY & SUFFICIENCY,GRANTS AND CONTRIBUTIONS,4528.44,
22/02/2024,Bunnyhop Day Nursery,2 YEAR OLD ENTITLEMENT,EARLY YEARS QUALITY & SUFFICIENCY,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,5227.74,
22/02/2024,Bunnyhop Day Nursery,3 & 4 YEAR OLD ENTITLEMENT,EARLY YEARS QUALITY & SUFFICIENCY,GRANTS AND CONTRIBUTIONS,4528.44,
22/02/2024,Care 2 Share 1 Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,RESIDENTIAL PLACEMENTS,20792.27,
22/02/2024,Carepoint Services Ltd,SUPPORT AND MEMORY COGNITION NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,694.32,
22/02/2024,Carepoint Services Ltd,SUPPORT AND MEMORY COGNITION NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,3239.6,
22/02/2024,Children of Colour Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),4515.72,
22/02/2024,Children of Colour Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),4515.72,
22/02/2024,Constable & Toop,FUNERALS AND PROTECTION OF PROPERTY,REVENUES AND BENEFITS,PROFESSIONAL SERVICES ,2022,
22/02/2024,Constable & Toop,FUNERALS AND PROTECTION OF PROPERTY,REVENUES AND BENEFITS,PROFESSIONAL SERVICES ,2022,
22/02/2024,Constable & Toop,FUNERALS AND PROTECTION OF PROPERTY,REVENUES AND BENEFITS,PROFESSIONAL SERVICES ,1902,
22/02/2024,Coram Family and Childcare,EARLY YEARS QUALITY AND SUFFICIENCY TEAM,EARLY YEARS QUALITY & SUFFICIENCY,PROFESSIONAL SERVICES ,388,
22/02/2024,CORDIS BRIGHT LTD,SAFER COMMUNITIES-MOPAC-SERIOUS VIOLENCE DUTY FUNDING,SAFER COMMUNITIES,CONSULTANCY FEES,15000,
22/02/2024,Croydon Council,OPENING OF HIGH STREETS,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,ARTS AND LEISURE SERVICES,733.37,
22/02/2024,Croydon Council,OPENING OF HIGH STREETS,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,ARTS AND LEISURE SERVICES,1710.81,
22/02/2024,Croydon Council,OPENING OF HIGH STREETS,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,ARTS AND LEISURE SERVICES,1710.81,
22/02/2024,Croydon Council,OPENING OF HIGH STREETS,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,ARTS AND LEISURE SERVICES,1710.81,
22/02/2024,Croydon Council,OPENING OF HIGH STREETS,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,ARTS AND LEISURE SERVICES,733.37,
22/02/2024,Croydon Council,OPENING OF HIGH STREETS,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,ARTS AND LEISURE SERVICES,1547.13,
22/02/2024,Croydon Council,OPENING OF HIGH STREETS,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,ARTS AND LEISURE SERVICES,854.53,
22/02/2024,Croydon Council,OPENING OF HIGH STREETS,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,ARTS AND LEISURE SERVICES,1710.81,
22/02/2024,Croydon Council,OPENING OF HIGH STREETS,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,ARTS AND LEISURE SERVICES,1710.81,
22/02/2024,Croydon Council,OPENING OF HIGH STREETS,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,ARTS AND LEISURE SERVICES,1710.81,
22/02/2024,Croydon Council,OPENING OF HIGH STREETS,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,ARTS AND LEISURE SERVICES,814.53,
22/02/2024,Deb Wipfler Consultancy,EDUCATION BUSINESS PARTNERSHIP,"ACCESS, INCULSION AND PARTICPATION",CONSULTANCY FEES,480,
22/02/2024,Deptford Lionesses,HOLIDAY ACTIVITY AND FOOD PROGRAMME,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,PRIVATE CONTRACTORS PAYMENT - OTHER,450,
22/02/2024,Edenred (UK Group) Ltd,YOUTH JUSTICE SERVICE,INTEGRATED ADOLESCENT SAFEGUARDING SERVICE,PROFESSIONAL SERVICES ,3150,
22/02/2024,EDF Energy Customers Plc,COMMUNAL LIGHTING,HOUSING MANAGEMENT DIVISION - HRA,ELECTRICITY,343.95,
22/02/2024,EON Next Energy Limited,COMMUNAL LIGHTING,HOUSING MANAGEMENT DIVISION - HRA,ELECTRICITY,11510.62,
22/02/2024,Esuasive (DB Group Ltd),HOUSING MANAGEMENT SYSTEM,NOT IN HIERARCHY,ASSETS UNDER CONSTRUCTION COST,3675,
22/02/2024,Excelcare Homecare Division,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,806.96,
22/02/2024,Excelcare Homecare Division,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,713.28,
22/02/2024,Farm Kennels,FUNERALS AND PROTECTION OF PROPERTY,REVENUES AND BENEFITS,PROFESSIONAL SERVICES ,1178.49,
22/02/2024,Field Court Chambers,ADULT SERVICES BUSINESS SUPPORT,SERVICE DEVELOPMENT AND  IMPROVEMENT UNIT,LEGAL FEES,1500,
22/02/2024,Fusion Fostering Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),4171.86,
22/02/2024,Fusion Fostering Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),4171.86,
22/02/2024,Gallagher Bassett,INSURANCE PROVISIONS,BALANCE SHEET,LONG TERM PROVISIONS - INSURANCE,32800,
22/02/2024,Gas Advisory Services Ltd t/a Phoenix Compliance Management,LH GAS & BOILER WORKS,HOUSING QUALITY AND INVESTMENT - HRA,FACILITIES MANAGEMENT,395.63,
22/02/2024,HC-One Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,182083.07,
22/02/2024,Hertel Solutions Ltd,LH HOSTELS M & E WORKS,HOUSING QUALITY AND INVESTMENT - HRA,SECURITY OF PREMISES,-335.16,
22/02/2024,Hertel Solutions Ltd,LH GAS & BOILER WORKS,HOUSING QUALITY AND INVESTMENT - HRA,R & M MINOR WORKS,73614.63,
22/02/2024,Hertel Solutions Ltd,COMMUNAL LIGHTING,HOUSING MANAGEMENT DIVISION - HRA,ELECTRICITY,-468,
22/02/2024,Hilton Abbey Limited,CORPORATE ESTATE MAINTENANCE PROGRAMME 2021-2023 ,CAPITAL,ASSETS UNDER CONSTRUCTION COST,36908.92,
22/02/2024,Hilton Abbey Limited,CORPORATE ESTATE MAINTENANCE PROGRAMME 2021-2023 ,CAPITAL,ASSETS UNDER CONSTRUCTION COST,194045.1,
22/02/2024,Hither Green Nursery and Preschool,3 & 4 YEAR OLD ENTITLEMENT,EARLY YEARS QUALITY & SUFFICIENCY,GRANTS AND CONTRIBUTIONS,3200,
22/02/2024,Homeguard Lock Service Ltd,CARETAKING SERVICES - HOSTELS,HOUSING MANAGEMENT DIVISION - HRA,ANIMAL SERVICES,340,
22/02/2024,International Fire Consultants Ltd,ACHILLES - DEVELOPMENT (DESIGN WORK),CAPITAL,ASSETS UNDER CONSTRUCTION COST,2500,
22/02/2024,John Rowan & Partners LLP,CONSULTANCY,CAPITAL,ASSETS UNDER CONSTRUCTION COST,1935.75,
22/02/2024,Lift & engineering Services Ltd,LH LIFTS ,HOUSING QUALITY AND INVESTMENT - HRA,RESPONSIVE REPAIRS - BUILDING,26165,
22/02/2024,Lift & engineering Services Ltd,LH LIFTS ,HOUSING QUALITY AND INVESTMENT - HRA,RESPONSIVE REPAIRS - BUILDING,26165,
22/02/2024,Lift & engineering Services Ltd,LH LIFTS ,HOUSING QUALITY AND INVESTMENT - HRA,RESPONSIVE REPAIRS - BUILDING,26165,
22/02/2024,Lift & engineering Services Ltd,LH LIFTS ,HOUSING QUALITY AND INVESTMENT - HRA,RESPONSIVE REPAIRS - BUILDING,26165,
22/02/2024,Little Acorns,CLA PLACEMENTS ,CORPORATE PARENTING,RESIDENTIAL PLACEMENTS,9058.82,
22/02/2024,Little Acorns,CLA PLACEMENTS ,CORPORATE PARENTING,RESIDENTIAL PLACEMENTS,8474.38,
22/02/2024,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,1910.96,
22/02/2024,Redacted,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,HOME CARE - PRIVATE CONTRACTORS PAYMENT,947.66,
22/02/2024,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1044.36,
22/02/2024,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1624.56,
22/02/2024,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1525.1,
22/02/2024,Redacted,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,5108.8,
22/02/2024,Redacted,SUPPORT AND MEMORY COGNITION NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,2436.84,
22/02/2024,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,792.94,
22/02/2024,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,812.28,
22/02/2024,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1409.74,
22/02/2024,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1237.76,
22/02/2024,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1353.8,
22/02/2024,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,384.48,
22/02/2024,Mulalley & Co Ltd,DECENT HOMES - NORTH 2023/24,NOT IN HIERARCHY,ASSETS UNDER CONSTRUCTION COST,83562.27,
22/02/2024,Mulalley & Co Ltd,DECENT HOMES - NORTH 2023/24,NOT IN HIERARCHY,ASSETS UNDER CONSTRUCTION COST,122675.02,
22/02/2024,Multi Horizons Ltd,SUPERVISED CONTACT,FAMILY SOCIAL WORK SERVICE,SUPERVISED CONTACT- LAC,480,
22/02/2024,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,462,
22/02/2024,Nazareth Healh and Social Limited aka Safer Hands,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,29121.39,
22/02/2024,Network Ventures Ltd,SUPERVISED CONTACT,FAMILY SOCIAL WORK SERVICE,SUPERVISED CONTACT - NON LAC,330,
22/02/2024,New Start Housing,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,2791.6,
22/02/2024,New Start Housing,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,4280,
22/02/2024,New Start Housing,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,7021.51,
22/02/2024,Next Step Fostering Services Ltd,CHILDREN LOOKED AFTER (GM),CORPORATE PARENTING,LEISURE & SOCIAL ACTIVITIES,383.6,
22/02/2024,Next Step Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),4478.26,
22/02/2024,Next Step Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),4333.8,
22/02/2024,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,924,
22/02/2024,Pennington Choices Ltd,LH H & S ASBESTOS ,HOUSING QUALITY AND INVESTMENT - HRA,HEALTH AND SAFETY WORKS,13426.4,
22/02/2024,Project Centre,PARKING MANAGEMENT,PARKING SERVICES,STREET & TRAFFIC MGT - OTHER,6756,
22/02/2024,Reccom Ltd t/a CMS,FM HARD SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,PROFESSIONAL SERVICES ,889.35,
22/02/2024,Reccom Ltd t/a CMS,FM HARD SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,PROFESSIONAL SERVICES ,457.38,
22/02/2024,Reccom Ltd t/a CMS,FM HARD SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,PROFESSIONAL SERVICES ,914.79,
22/02/2024,Reccom Ltd t/a CMS,FM HARD SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,PROFESSIONAL SERVICES ,940.17,
22/02/2024,Reccom Ltd t/a CMS,FM HARD SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,PROFESSIONAL SERVICES ,889.35,
22/02/2024,Reccom Ltd t/a CMS,FM HARD SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,PROFESSIONAL SERVICES ,889.35,
22/02/2024,Reccom Ltd t/a CMS,FM HARD SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,PROFESSIONAL SERVICES ,889.35,
22/02/2024,Reccom Ltd t/a CMS,FM HARD SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,PROFESSIONAL SERVICES ,889.35,
22/02/2024,RGE Services,HOSTELS REFURBISHMENTS - SOUTH 2023/24,NOT IN HIERARCHY,ASSETS UNDER CONSTRUCTION COST,12000,
22/02/2024,Safety Management,PASSENGER SERVICES,PASSENGER SERVICES,HEALTH AND SAFETY SERVICES,323.4,
22/02/2024,Saltash Enterprises Ltd,DISABLED FACILITIES GRANT 0304,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2750,
22/02/2024,Sanctuary Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,36171.43,
22/02/2024,Sanctuary Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,4800,
22/02/2024,Sanctuary Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,4800,
22/02/2024,Sandra Davidson Estate Agents,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,7331.5,
22/02/2024,Sequence Care Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,31307.39,
22/02/2024,Sequence Care Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,5049.58,
22/02/2024,Slimming World,WEIGHT MANAGEMENT: ADULTS (WEIGHT WATCHERS),OBESITY,HEALTHCARE SERVICES - GENERAL,1405,
22/02/2024,Smart Sec Solutions Ltd,CARETAKING SERVICES - MOBILE,HOUSING MANAGEMENT DIVISION - HRA,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",12966.4,
22/02/2024,Sound Choice Hire Ltd,LT: THEATRE MANAGEMENT,BROADWAY THEATRE GROUP,PROFESSIONAL SERVICES ,543.7,
22/02/2024,Sunbeam Fostering Agency Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3507.43,
22/02/2024,Sunbeam Fostering Agency Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),1992.86,
22/02/2024,Sundry Suppliers,LH DISREPAIRS COSTS,HOUSING QUALITY AND INVESTMENT - HRA,FACILITIES MANAGEMENT,6000,
22/02/2024,Sundry Suppliers,LH DISREPAIRS COSTS,HOUSING QUALITY AND INVESTMENT - HRA,FACILITIES MANAGEMENT,900,
22/02/2024,Supreme Care Services Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,260.8,
22/02/2024,Taaksvale Housing Ltd,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,5419.26,
22/02/2024,Taaksvale Housing Ltd,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,4603.5,
22/02/2024,The Artemis Team,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,2000,
22/02/2024,TLC Education Group,PUPIL PREMIUM LAC PUPILS,HEAD OF VIRTUAL SCHOOL,PAYMENT TO OTHER LOCAL AUTHORITIES,782,
22/02/2024,Total Gas & Power,FEEDER CONTROL - GAS & ELECTRIC,BALANCE SHEET,HOLDING ACCOUNT,597915.61,
22/02/2024,Travis Perkins,RESPONSIVE REPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",420,
22/02/2024,Travis Perkins,RESPONSIVE REPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",420,
22/02/2024,United Living South Ltd,DECENT HOMES - SOUTH WORKS 2023/24,NOT IN HIERARCHY,ASSETS UNDER CONSTRUCTION COST,1173.65,
22/02/2024,Waterman Aspen Ltd,STRATEGIC WASTE MANAGEMENT - ADMINISTRATION,STRATEGIC WASTE MANAGEMENT,ENVIRONMENTAL SERVICES - OTHER,1536,
22/02/2024,Waterman Aspen Ltd,STRATEGIC WASTE MANAGEMENT - ADMINISTRATION,STRATEGIC WASTE MANAGEMENT,ENVIRONMENTAL SERVICES - OTHER,1920,
23/02/2024,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,844.1,
23/02/2024,Action for Community Development (AfCD),ALL: NEIGHBOURHOOD LEARNING IN DEPRIVED COMMUNITIES,ADULT LEARNING LEWISHAM (ALL),PROFESSIONAL SERVICES ,3530.8,
23/02/2024,Action for Community Development (AfCD),ALL: NEIGHBOURHOOD LEARNING IN DEPRIVED COMMUNITIES,ADULT LEARNING LEWISHAM (ALL),PROFESSIONAL SERVICES ,4486.2,
23/02/2024,Albion Primary School,CWCN: SEN MAINSTREAM SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,1873.34,
23/02/2024,Albion Primary School,CWCN: SEN MAINSTREAM SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,1873.34,
23/02/2024,Alphatrack Systems Ltd,DOOR ENTRY,CAPITAL,ASSETS UNDER CONSTRUCTION COST,35073.72,
23/02/2024,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,442,
23/02/2024,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2776.67,
23/02/2024,Atlantic Lodge Housing 2 Ltd,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,12431.15,
23/02/2024,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1,
23/02/2024,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1,
23/02/2024,Barchester Healthcare Homes Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,3321.43,
23/02/2024,Barnardo's,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,4016,
23/02/2024,Bentleys Chemist t/a Bentleys Pharmacy,DAAT-ADULTS PHARMA OUTCOMES FOR NEEDLE EXCHANGE AND SUPERVISED CONSUMPTION,DRUG ACTION TEAM,PRIVATE CONTRACTORS PAYMENT - OTHER,928,
23/02/2024,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,579.7,
23/02/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,510,
23/02/2024,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,799.1,
23/02/2024,Birketts LLP,SMALL & COMPLEX SITES,CAPITAL,ASSETS UNDER CONSTRUCTION COST,330153.6,
23/02/2024,Blendcross T/a Sheel Pharmacy Ltd,DAAT-ADULTS PHARMA OUTCOMES FOR NEEDLE EXCHANGE AND SUPERVISED CONSUMPTION,DRUG ACTION TEAM,PRIVATE CONTRACTORS PAYMENT - OTHER,409,
23/02/2024,Bondcare London Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,3713.33,
23/02/2024,Bunzl BCHS Cleaning and Hygiene Supples,BUILDING CLEANING,FACILITIES MANAGEMENT & CIVIC EVENTS,CLEANING SERVICES,2117.6,
23/02/2024,Bunzl BCHS Cleaning and Hygiene Supples,BUILDING CLEANING,FACILITIES MANAGEMENT & CIVIC EVENTS,CLEANING SERVICES,4272.66,
23/02/2024,BUPA Care Homes,MENTAL HEALTH SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,2815.11,
23/02/2024,BUPA Care Homes,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,6629.22,
23/02/2024,BUPA Care Homes,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,4284.47,
23/02/2024,BUPA Care Homes,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,4377.86,
23/02/2024,BUPA Care Homes,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,4597.48,
23/02/2024,BUPA Care Homes,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,4207.14,
23/02/2024,Capstone Foster Care (South East) Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3318.76,
23/02/2024,Capstone Foster Care (South East) Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3417.65,
23/02/2024,Capstone Foster Care (South East) Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),4800.95,
23/02/2024,Capstone Foster Care (South East) Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),7370.06,
23/02/2024,Capstone Foster Care (South East) Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),4830.53,
23/02/2024,Care Trade Charitable Trust,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,18310,
23/02/2024,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1,
23/02/2024,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,770.2,
23/02/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,510,
23/02/2024,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,395.1,
23/02/2024,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1,
23/02/2024,Chrysalis Care Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),6598.66,
23/02/2024,Chrysalis Care Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),5247.99,
23/02/2024,Chrysalis Care Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),5836.68,
23/02/2024,Chrysalis Care Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3786.34,
