,,,,April 2023 £500 spend data,,,,
Payment Date,Transaction Number,Non Recoverable VAT,Amount,Supplier,Supplier Number,Expense Type,Directorate,Service Area
17/04/2023,862303,0,815.76,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862308,0,823.81,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Place,Housing and Strategic Planning
17/04/2023,862309,0,826.56,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862323,0,853.44,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Place,Housing and Strategic Planning
17/04/2023,862332,0,903.75,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Place,Housing and Strategic Planning
17/04/2023,862334,0,912.58,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862342,0,927.36,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862359,0,987.12,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862360,0,987.52,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Place,Housing and Strategic Planning
17/04/2023,862365,0,994.12,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862370,0,1020.65,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Education Services
17/04/2023,862380,0,1052.5,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Place,Housing and Strategic Planning
17/04/2023,862388,0,1066.17,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Place,Housing and Strategic Planning
17/04/2023,862389,0,1066.17,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Place,Housing and Strategic Planning
17/04/2023,862391,0,1070.08,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862393,0,1099.8,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Place,Housing and Strategic Planning
17/04/2023,862406,0,1161.72,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862413,0,1162.08,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862414,0,1162.08,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862419,0,1172.32,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,ASC Non Bexley Care
17/04/2023,862430,0,1214.72,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862434,0,1222.56,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862440,0,1225.08,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862445,0,1227.24,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,ASC Non Bexley Care
17/04/2023,862450,0,1234.08,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862467,0,1248.12,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862468,0,1248.12,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862475,0,1256.4,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862480,0,1258.56,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862489,0,1309.63,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862496,0,1324.44,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Place,Housing and Strategic Planning
17/04/2023,862497,0,1324.44,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862507,0,1342.08,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,ASC Non Bexley Care
17/04/2023,862513,0,1349.64,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862521,0,1378.99,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Place,Housing and Strategic Planning
17/04/2023,862525,0,1402.3,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862530,0,1414.08,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862534,0,1416.64,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,ASC Non Bexley Care
17/04/2023,862539,0,1434.24,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862544,0,1436.4,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862554,0,1438.56,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862555,0,1438.56,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862556,0,1438.56,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862557,0,1438.56,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862568,0,1442.16,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862581,0,1450.08,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,ASC Non Bexley Care
17/04/2023,862582,0,1450.08,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,ASC Non Bexley Care
17/04/2023,862583,0,1450.08,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862591,0,1459.8,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Place,Housing and Strategic Planning
17/04/2023,862593,0,1460.15,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,ASC Non Bexley Care
17/04/2023,862598,0,1464.12,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862603,0,1477.7,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862604,0,1477.7,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862610,0,1491.35,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862618,0,1492.56,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862619,0,1492.56,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862626,0,1500.7,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862637,0,1527.84,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862646,0,1533.96,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862647,0,1533.96,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862669,0,1587.6,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Place,Housing and Strategic Planning
17/04/2023,862678,0,1658.4,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862679,0,1661.79,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862684,0,1696.61,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862688,0,1699.86,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Bexley Care
17/04/2023,862689,0,1708.56,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862694,0,1710.36,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862695,0,1710.36,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862702,0,1712.52,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862716,0,1766.52,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Children Social Care & Safegua
17/04/2023,862734,0,2110.4,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Children's Services,Education Services
17/04/2023,862749,0,2557.8,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Finance & Corporate,Finance & Property
17/04/2023,862753,0,2820.26,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Finance & Corporate,Finance & Property
17/04/2023,862757,0,3182.4,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Place,Housing and Strategic Planning
17/04/2023,862765,0,3430.4,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Finance & Corporate,Finance & Property
17/04/2023,862772,0,3674.52,REED SPECIALIST RECRUITMENT LIMITED,8637700,Agency Staff,Adults & Health,Health & Wellbeing
17/04/2023,862783,0,553.28,REED SPECIALIST RECRUITMENT LIMITED,8637700,Reed Invoice Suspense,Finance & Corporate,Central Finance
17/04/2023,862784,0,573.04,REED SPECIALIST RECRUITMENT LIMITED,8637700,Reed Invoice Suspense,Finance & Corporate,Central Finance
17/04/2023,862785,0,573.04,REED SPECIALIST RECRUITMENT LIMITED,8637700,Reed Invoice Suspense,Finance & Corporate,Central Finance
17/04/2023,862786,0,573.04,REED SPECIALIST RECRUITMENT LIMITED,8637700,Reed Invoice Suspense,Finance & Corporate,Central Finance
17/04/2023,862787,0,711.36,REED SPECIALIST RECRUITMENT LIMITED,8637700,Reed Invoice Suspense,Finance & Corporate,Central Finance
17/04/2023,862788,0,711.36,REED SPECIALIST RECRUITMENT LIMITED,8637700,Reed Invoice Suspense,Finance & Corporate,Central Finance
17/04/2023,862789,0,711.36,REED SPECIALIST RECRUITMENT LIMITED,8637700,Reed Invoice Suspense,Finance & Corporate,Central Finance
17/04/2023,862790,0,711.36,REED SPECIALIST RECRUITMENT LIMITED,8637700,Reed Invoice Suspense,Finance & Corporate,Central Finance
17/04/2023,862791,0,711.36,REED SPECIALIST RECRUITMENT LIMITED,8637700,Reed Invoice Suspense,Finance & Corporate,Central Finance
17/04/2023,862792,0,711.36,REED SPECIALIST RECRUITMENT LIMITED,8637700,Reed Invoice Suspense,Finance & Corporate,Central Finance
17/04/2023,863169,0,19749.99,RUTHERFORD SCHOOL-THE GARWOOD FOUNDATION,10016900,SP top-up funding Post-19,Children's Services,Schools
17/04/2023,863732,0,1099.48,SILVERWOOD CONSTRUCTION SERVICES LTD,8771100,Construction & Conversion Cost,Finance & Corporate,Central Finance
17/04/2023,863833,0,1660.67,SOCIAL CARE LONDON,8598800,Leaving Care Housing Costs,Children's Services,Children Social Care & Safegua
17/04/2023,863843,0,3875,SOCIAL CARE LONDON,8598800,Leaving Care Housing Costs,Children's Services,Children Social Care & Safegua
17/04/2023,863868,0,2430,SOCIAL CARE LONDON,8598800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
17/04/2023,863871,0,4185,SOCIAL CARE LONDON,8598800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
17/04/2023,863878,0,2429.34,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
17/04/2023,863879,0,2940.78,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
17/04/2023,863897,0,3875,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
17/04/2023,863898,0,3875,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
17/04/2023,863903,0,3963.66,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
17/04/2023,863905,0,3963.66,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
17/04/2023,864713,0,657.5,THE 36 GROUP LTD,10054700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
17/04/2023,864875,0,19981,THE LLEWELLYN SCHOOL AND NURSERY,8738200,SP top-up funding Secondary,Children's Services,Schools
17/04/2023,865057,0,500,THRIIVER LIMITED,8446800,Purchase Equip Furn Materials,Finance & Corporate,Finance & Corporate Management
17/04/2023,865080,0,2923.01,TIVOLI GROUP LTD,8676500,Building Maintenance,Place,Neighbourhoods
17/04/2023,865083,0,1012.17,TIVOLI GROUP LTD,8676500,Commuted sum - Belveder Beach,Place,Neighbourhoods
17/04/2023,865087,0,2322.68,TIVOLI GROUP LTD,8676500,GM Grave Excavation&Internment,Place,Neighbourhoods
17/04/2023,865108,0,623.82,TIVOLI GROUP LTD,8676500,GM Scheduled Works,Place,Neighbourhoods
17/04/2023,865111,0,22610.98,TIVOLI GROUP LTD,8676500,GM Scheduled Works,Place,Neighbourhoods
17/04/2023,865114,0,26216.1,TIVOLI GROUP LTD,8676500,GM Scheduled Works,Place,Neighbourhoods
17/04/2023,865117,0,103284.56,TIVOLI GROUP LTD,8676500,GM Scheduled Works,Place,Neighbourhoods
17/04/2023,865120,0,586.58,TIVOLI GROUP LTD,8676500,Grounds Maintenance Costs,Children's Services,Education Services
17/04/2023,865123,0,668.62,TIVOLI GROUP LTD,8676500,Grounds Maintenance Costs,Finance & Corporate,Finance & Property
17/04/2023,865126,0,775.69,TIVOLI GROUP LTD,8676500,Grounds Maintenance Costs,Place,Neighbourhoods
17/04/2023,865129,0,796.19,TIVOLI GROUP LTD,8676500,Grounds Maintenance Costs,Place,Neighbourhoods
17/04/2023,865132,0,1101.79,TIVOLI GROUP LTD,8676500,Grounds Maintenance Costs,Finance & Corporate,Finance & Property
17/04/2023,865135,0,1291.55,TIVOLI GROUP LTD,8676500,Grounds Maintenance Costs,Place,Neighbourhoods
17/04/2023,865138,0,1418.28,TIVOLI GROUP LTD,8676500,Grounds Maintenance Costs,Place,Neighbourhoods
17/04/2023,865141,0,1462.73,TIVOLI GROUP LTD,8676500,Grounds Maintenance Costs,Finance & Corporate,Finance & Property
17/04/2023,865144,0,3038.36,TIVOLI GROUP LTD,8676500,Grounds Maintenance Costs,Finance & Corporate,Finance & Property
17/04/2023,865234,0,631.89,TUSKERDIRECT LTD,8350900,Car Leasing Control Account,Finance & Corporate,Central Finance
17/04/2023,865537,0,1844.2,WARD HADAWAY SOLICITORS,8494900,Council Tax Debt Collection,Finance & Corporate,Finance & Property
17/04/2023,865563,0,4428,WATERMAN INFRASTRUCTURE & ENVIRONMENT LT,8482300,Professional Services General,Place,Neighbourhoods
19/04/2023,848176,0,600,2 DR JOHNSON'S BUILDINGS,10053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
19/04/2023,848215,0,2960,2 DR JOHNSON'S BUILDINGS,10053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
19/04/2023,848235,0,800,42 BEDFORD ROW BARRISTERS,10108700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
19/04/2023,848246,0,570.83,A  W   KEIL LTD,99000,Major Repairs and Structural,Place,Housing and Strategic Planning
19/04/2023,848248,0,1775.01,A  W   KEIL LTD,99000,Major Repairs and Structural,Place,Housing and Strategic Planning
19/04/2023,848249,0,2461.26,A  W   KEIL LTD,99000,Major Repairs and Structural,Place,Housing and Strategic Planning
19/04/2023,849055,0,1265.27,ABSOLUTE HYGIENE SOLUTIONS LIMITED,6383300,Building Maintenance,Place,Neighbourhoods
19/04/2023,849088,0,2095.67,ACORNS EARLY YEARS CENTRE,10148500,Top-up funding PVI,Children's Services,Schools
19/04/2023,849319,0,1620,REDACTED PERSONAL DATA,3000027700,Transport Costs Clients,Children's Services,Education Services
19/04/2023,849463,0,3247.52,APCOA PARKING UK LTD,8533100,Parking Shared Service,Place,Neighbourhoods
19/04/2023,849464,0,3619.66,APCOA PARKING UK LTD,8533100,Parking Shared Service,Place,Neighbourhoods
19/04/2023,849465,0,4776.53,APCOA PARKING UK LTD,8533100,Parking Shared Service,Place,Neighbourhoods
19/04/2023,849523,0,589.01,ASKEWS & HOLTS LIBRARY SERVICES,7600002600,Fiction,Place,Neighbourhoods
19/04/2023,849580,0,21890.43,ASPRIS CHILDREN'S SERVICES LTD,10133900,Specialist Placements Resid,Children's Services,Children Social Care & Safegua
19/04/2023,849922,0,3500,B R STACEY FENCING CONTRACTOR,8542600,Routine Roads Expenditure,Place,Neighbourhoods
19/04/2023,850172,0,9000,BEDONWELL JUNIOR SCHOOL (IGNIS),9999999800,Bexley Services Network Inc,Children's Services,Education Services
19/04/2023,850483,0,634.8,BRITISH GAS TRADING LIMITED,508901,Gas,Finance & Corporate,Finance & Property
19/04/2023,850693,0,11000,BROWN'S SCHOOL,3468200,SP top-up funding Post-16,Children's Services,Schools
19/04/2023,850694,0,9800,BROWN'S SCHOOL,3468200,SP top-up funding Secondary,Children's Services,Schools
19/04/2023,850695,0,10000,BROWN'S SCHOOL,3468200,SP top-up funding Secondary,Children's Services,Schools
19/04/2023,850696,0,10500,BROWN'S SCHOOL,3468200,SP top-up funding Secondary,Children's Services,Schools
19/04/2023,850698,0,11000,BROWN'S SCHOOL,3468200,SP top-up funding Secondary,Children's Services,Schools
19/04/2023,850699,0,11000,BROWN'S SCHOOL,3468200,SP top-up funding Secondary,Children's Services,Schools
19/04/2023,850700,0,11000,BROWN'S SCHOOL,3468200,SP top-up funding Secondary,Children's Services,Schools
19/04/2023,850701,0,11000,BROWN'S SCHOOL,3468200,SP top-up funding Secondary,Children's Services,Schools
19/04/2023,850702,0,11000,BROWN'S SCHOOL,3468200,SP top-up funding Secondary,Children's Services,Schools
19/04/2023,850703,0,11000,BROWN'S SCHOOL,3468200,SP top-up funding Secondary,Children's Services,Schools
