DCC Transparency Report Supplier Payment over ï¿½500,,,,,,,,,,,,,
,,,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,,Purpose of Spend,Procurement Classification,Selection Code 3 Description,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5569,"2,872.80",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5574,"2,209.20",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5575,"1,342.88",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5578,"4,418.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5579,"2,685.76",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5582,"4,418.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5583,"2,685.76",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5586,"4,418.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5587,"2,685.76",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5590,"4,418.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5591,"2,685.76",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5594,"4,418.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5595,"2,685.76",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5598,"4,418.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5599,"2,685.76",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5602,"4,418.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5603,"2,685.76",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5606,"4,418.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5607,"2,685.76",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5610,"4,418.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5611,"2,685.76",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5614,"4,418.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5615,"2,685.76",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBYSHIRE CARE SERVICES,18/04/2023,362,5617,"1,082.40",Preparing for Adulthood PD Support - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBYSHIRE CARE SERVICES,18/04/2023,362,5618,"1,082.40",Preparing for Adulthood PD Support - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5623,769.44,South OP (over 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5624,"1,312.96",West OP (over 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5625,792.16,West OP (over 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5627,748.04,West OP (over 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5628,748.04,West OP (over 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5630,899.2,West OP (over 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBYSHIRE CARE SERVICES,18/04/2023,362,5631,"1,018.08",Preparing for Adulthood PD Support - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBYSHIRE CARE SERVICES,18/04/2023,362,5632,"1,018.08",Preparing for Adulthood PD Support - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBYSHIRE CARE SERVICES,18/04/2023,362,5635,"1,082.40",Preparing for Adulthood PD Support - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBYSHIRE CARE SERVICES,18/04/2023,362,5636,"1,082.40",Preparing for Adulthood PD Support - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5637,939.04,West Adults (under 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5638,"1,519.52",West Adults (under 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5639,880.98,South OP (over 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5640,880.98,South OP (over 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5644,"1,238.92",South OP (over 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5645,"1,312.96",West OP (over 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5648,597.84,West Adults (under 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5649,597.84,West Adults (under 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5653,792.16,West OP (over 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,DERBYSHIRE CARE SERVICES,18/04/2023,362,5654,"1,225.06",South OP (over 65) LD - DP/Mgd,,SME,,
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5655,"1,015.76",West/South MH Support OP (over 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBYSHIRE CARE SERVICES,18/04/2023,362,5657,"1,018.08",Preparing for Adulthood PD Support - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBYSHIRE CARE SERVICES,18/04/2023,362,5658,"1,146.72",Preparing for Adulthood PD Support - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBYSHIRE CARE SERVICES,18/04/2023,362,5661,"1,082.40",Preparing for Adulthood PD Support - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBYSHIRE CARE SERVICES,18/04/2023,362,5662,"1,082.40",Preparing for Adulthood PD Support - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/04/2023,362,5663,"1,036.76",West OP (over 65) Physical - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,FOSSE HEALTHCARE LTD,18/04/2023,707,5673,658,Central OP (over 65) Physical - DP/Mgd,,Company,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,FOSSE HEALTHCARE LTD,18/04/2023,707,5677,"1,093.40",Central OP (over 65) Physical - DP/Mgd,,Company,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,FOSSE HEALTHCARE LTD,18/04/2023,707,5679,510.23,Central Adults (under 65) Physical - DP/Mgd,,Company,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,FOSSE HEALTHCARE LTD,18/04/2023,707,5685,846.36,Central OP (over 65) Physical - DP/Mgd,,Company,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,FOSSE HEALTHCARE LTD,18/04/2023,707,5689,743.08,Central OP (over 65) Physical - DP/Mgd,,Company,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,FOSSE HEALTHCARE LTD,18/04/2023,707,5692,"1,064.40",Central OP (over 65) Physical - DP/Mgd,,Company,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,FOSSE HEALTHCARE LTD,18/04/2023,707,5696,"1,063.40",Central OP (over 65) Physical - DP/Mgd,,Company,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,FOSSE HEALTHCARE LTD,18/04/2023,707,5698,529.6,West OP (over 65) Physical - DP/Mgd,,Company,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,FOSSE HEALTHCARE LTD,18/04/2023,707,5700,"1,126.04",Central OP (over 65) Physical - DP/Mgd,,Company,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,FOSSE HEALTHCARE LTD,18/04/2023,707,5702,560.92,Central OP (over 65) Physical - DP/Mgd,,Company,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,FOSSE HEALTHCARE LTD,18/04/2023,707,5706,923.88,Central OP (over 65) Physical - DP/Mgd,,Company,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,FOSSE HEALTHCARE LTD,18/04/2023,707,5710,655.84,Central Adults (under 65) Physical - DP/Mgd,,Company,,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,FOSSE HEALTHCARE LTD,18/04/2023,707,5714,913.44,Central OP (over 65) Physical - DP/Mgd,,Company,,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,FOSSE HEALTHCARE LTD,18/04/2023,707,5716,"1,059.20",Central Adults (under 65) LD - DP/Mgd,,Company,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5717,"6,185.76",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5718,"2,872.80",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5719,"4,418.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,18/04/2023,377,5720,"2,685.76",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME,,
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,LAM SERVICES LIMITED,18/04/2023,857,5723,906.48,South OP (over 65) Memory - DP/Mgd,,SME,,
