Authority,Department,Spending Area,Expense Type,Posting Date,Reference,       Amount,Cap / Rev,Supplier Name
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,02.04.2014,2210186750,664,R,CULVERLANDS PRESS LTD
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,03.04.2014,2210200597,664,R,CULVERLANDS PRESS LTD
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,17.04.2014,2210210534,807,R,CULVERLANDS PRESS LTD
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,30.04.2014,2210229445,1312,R,CULVERLANDS PRESS LTD
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,30.04.2014,2210229468,1457.64,R,CULVERLANDS PRESS LTD
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,04.04.2014,2210197605,592,R,HILITE DESIGN & REPROGRAPHICS
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,04.04.2014,2210197605,624,R,HILITE DESIGN & REPROGRAPHICS
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,04.04.2014,2210203321,530,R,HILITE DESIGN & REPROGRAPHICS
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,01.04.2014,2210179247,9170,R,JAMES BYRNE PRINTING LTD
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,01.04.2014,2210201764,741.52,R,JAMES BYRNE PRINTING LTD
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,02.04.2014,2210186688,616,R,JAMES BYRNE PRINTING LTD
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,02.04.2014,2210187443,758,R,JAMES BYRNE PRINTING LTD
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,03.04.2014,2210189727,527,R,JAMES BYRNE PRINTING LTD
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,03.04.2014,2210190682,961,R,JAMES BYRNE PRINTING LTD
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,15.04.2014,2210205684,1307.02,R,JAMES BYRNE PRINTING LTD
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,17.04.2014,2210215208,502.69,R,JAMES BYRNE PRINTING LTD
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,02.04.2014,2210186278,1179,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,02.04.2014,2210186377,1098,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,02.04.2014,2210186702,1998,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,02.04.2014,2210186832,616,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,02.04.2014,2210187053,1877,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,02.04.2014,2210187282,1337,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,02.04.2014,2210197539,2334.32,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,02.04.2014,2210234789,2685,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,03.04.2014,2210189622,998,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,03.04.2014,2210190130,1337,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,16.04.2014,2210209624,1289,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,17.04.2014,2210210530,651,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,22.04.2014,2210223186,1529.99,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,23.04.2014,2210215637,939,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,25.04.2014,2210222318,540,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,25.04.2014,2210222339,1469,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,25.04.2014,2210234877,2078,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,30.04.2014,2210234349,1898,R,LPC PRINTING LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,02.04.2014,2210203331,979.97,R,SOLENT DESIGN STUDIO LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,02.04.2014,2210203333,833,R,SOLENT DESIGN STUDIO LIMITED
Hampshire County Council,COUNTY TREASURERS,DPMS Outwork (HPS),Hired and Contracted Services,30.04.2014,2210229490,1332.47,R,TAURUS PRINT
Hampshire County Council,COUNTY TREASURERS,Drugs & Alcohol Misuse,Legal Costs,16.04.2014,3110505860,1500,R,PERSONAL PAYMENTS
Hampshire County Council,COUNTY TREASURERS,Drugs & Alcohol Misuse,Legal Costs,16.04.2014,3110505859,1000,R,RICHARD LANGHAM
Hampshire County Council,COUNTY TREASURERS,EII Court North East West Winchester,B*Office Moving expenses,02.04.2014,2210204501,1540,R,LOCKS HEATH REMOVALS LTD
Hampshire County Council,COUNTY TREASURERS,EII Court North East West Winchester,Internal Decorations,01.04.2014,3400134792,4050.27,R,JORGENSEN LTD
Hampshire County Council,COUNTY TREASURERS,EII Court North East West Winchester,Major Electrical Works,04.04.2014,3400135059,5605.7,C,EMCOR FACILITIES SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,EII Court North East West Winchester,Other premises related costs,29.04.2014,3400135420,1254,R,PERSONAL PAYMENTS
Hampshire County Council,COUNTY TREASURERS,EII Court North East West Winchester,Payments to main contractor,29.04.2014,3400135428,924,C,WATERSIDE BLINDS
Hampshire County Council,COUNTY TREASURERS,EII Court South Winchester,Electricity,16.04.2014,1100220591,8533.97,R,NPOWER
Hampshire County Council,COUNTY TREASURERS,EII Court South Winchester,Electricity,16.04.2014,1100220591,1803.9,R,NPOWER
Hampshire County Council,COUNTY TREASURERS,EII Court South Winchester,Major Mechanical Repairs,03.04.2014,3400135024,14216.25,C,EMCOR FACILITIES SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,EII Court South Winchester,Major Mechanical Repairs,10.04.2014,3400135148,2987.5,C,EMCOR FACILITIES SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,EII Court South Winchester,Major Mechanical Repairs,10.04.2014,3400135148,2920.94,C,EMCOR FACILITIES SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,EII Court South Winchester,Major Mechanical Repairs,03.04.2014,3400135025,4000,C,JOHNSON CONTROLS LIMITED
Hampshire County Council,COUNTY TREASURERS,EII Court South Winchester,Payments to main contractor,29.04.2014,3400135418,1830,C,PERSONAL PAYMENTS
Hampshire County Council,COUNTY TREASURERS,EII Court South Winchester,Sewerage - Metered,02.04.2014,1100220353,615.35,R,SOUTHERN WATER SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Everest Academy - R & M Property,Premises Repairs,30.04.2014,3400135476,764.04,R,KIER BUILDING SERVICES ENGINEERS
Hampshire County Council,COUNTY TREASURERS,Everest Comm Academy - GM Holding Acct,Grounds Maintenance Contracts,30.04.2014,3400135483,1973.66,R,ISS FACILITY SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Falcon House Winchester,Gas,30.04.2014,1100221355,940.2,R,TOTAL GAS & POWER LTD
Hampshire County Council,COUNTY TREASURERS,Fareham Parkway,Contract Cleaning,17.04.2014,3400135270,1733.21,R,HAYWARD SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Fareham Parkway,Contract Cleaning,17.04.2014,3400135270,1733.21,R,HAYWARD SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Fareham Parkway,Contract Cleaning,17.04.2014,3400135270,1733.21,R,HAYWARD SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Fareham Parkway,Electricity,23.04.2014,1100220825,1831.58,R,NPOWER
Hampshire County Council,COUNTY TREASURERS,FM Dame Mary Fagan House,Fixtures and Fittings,02.04.2014,2210185583,3740,R,HUGH SYMONDS AUDIO VISUAL LTD
Hampshire County Council,COUNTY TREASURERS,FM Havant Plaza,Postage and Delivery,03.04.2014,2210192253,3927.1,R,HAVANT BOROUGH COUNCIL
Hampshire County Council,COUNTY TREASURERS,FM Havant Plaza,Stationery,04.04.2014,2210197113,1244.3,R,HAVANT BOROUGH COUNCIL
Hampshire County Council,COUNTY TREASURERS,Gosport 133 Stoke Road,Contract Cleaning,17.04.2014,3400135270,767.1,R,HAYWARD SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Gosport 133 Stoke Road,Contract Cleaning,17.04.2014,3400135270,767.1,R,HAYWARD SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Gosport 133 Stoke Road,Contract Cleaning,17.04.2014,3400135270,767.1,R,HAYWARD SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Gosport 133 Stoke Road,Gas,23.04.2014,1100220765,606.45,R,TOTAL GAS & POWER LTD
Hampshire County Council,COUNTY TREASURERS,Hampshire House Eastleigh,Contract Cleaning,17.04.2014,3400135271,1867.27,R,HAYWARD SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Hampshire House Eastleigh,Contract Cleaning,17.04.2014,3400135271,1867.27,R,HAYWARD SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Hampshire House Eastleigh,Contract Cleaning,17.04.2014,3400135271,1867.27,R,HAYWARD SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Hampshire House Eastleigh,Electricity,17.04.2014,1100220611,2180.31,R,NPOWER
Hampshire County Council,COUNTY TREASURERS,Hampshire House Eastleigh,Electricity,17.04.2014,1100220613,2163.19,R,NPOWER
Hampshire County Council,COUNTY TREASURERS,Hampshire House Eastleigh,Sewerage - Metered,25.04.2014,1100221138,1998.95,R,SOUTHERN WATER SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Hampshire House Eastleigh,Water - Metered,25.04.2014,1100221138,1119.08,R,SOUTHERN WATER SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,HMRC Equal Pay settlements - holding a/c,Other Employee Expenses,14.04.2014,3110505700,18028.54,R,HMRC
Hampshire County Council,COUNTY TREASURERS,HR CCBS Recruitment Team,Staff Advertising - General,03.04.2014,2210190608,9571.25,R,PENNA BARKERS
Hampshire County Council,COUNTY TREASURERS,HR Central/CorporateServices Recruitment,Staff Advertising - General,03.04.2014,2210190254,1315.96,R,PENNA BARKERS
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Hired and Contracted Services,16.04.2014,2210207018,984,R,ERGO COMPUTING UK LTD
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Hired and Contracted Services,17.04.2014,2210211120,4317,R,ERGO COMPUTING UK LTD
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Hired and Contracted Services,17.04.2014,2210211120,600,R,ERGO COMPUTING UK LTD
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Hired and Contracted Services,17.04.2014,2210211414,984,R,ERGO COMPUTING UK LTD
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,IT Software,01.04.2014,2210177872,2597.76,R,SOFTWARE BOX LIMITED
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,IT Software,01.04.2014,2210177872,747.5,R,SOFTWARE BOX LIMITED
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Purchase of IT Equipment,29.04.2014,2210237668,658,R,CDEC LIMITED
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Purchase of IT Equipment,01.04.2014,2210177895,939.06,R,COMPUTACENTER UK LTD
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Purchase of IT Equipment,01.04.2014,2210177912,6573.42,R,COMPUTACENTER UK LTD
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Purchase of IT Equipment,04.04.2014,2210195164,1761.11,R,ERGO COMPUTING UK LTD
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Purchase of IT Equipment,17.04.2014,2210211125,1809.66,R,ERGO COMPUTING UK LTD
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Purchase of IT Equipment,01.04.2014,2210203497,539.73,R,INSIGHT DIRECT (UK)LTD
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Purchase of IT Equipment,22.04.2014,2210234477,830,R,NTL
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Purchase of IT Equipment,01.04.2014,2210177921,1599,R,STONE COMPUTERS
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Purchase of IT Equipment,04.04.2014,2210197339,2590.9,R,STONE COMPUTERS
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Purchase of IT Equipment,30.04.2014,2210229418,718.28,R,STONE COMPUTERS
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Purchase of IT Equipment,30.04.2014,2210229427,942.63,R,STONE COMPUTERS
Hampshire County Council,COUNTY TREASURERS,HSS Installation / Revenue,Purchase of IT Equipment,30.04.2014,2210229474,3568.22,R,XMA LTD
Hampshire County Council,COUNTY TREASURERS,L & D - IT,Other Training Courses and Qualification,28.04.2014,2210223185,6974,R,CNET TRAINING
Hampshire County Council,COUNTY TREASURERS,L & D - IT,Other Training Courses and Qualification,03.04.2014,2210191531,5225,R,OPTAMOR
Hampshire County Council,COUNTY TREASURERS,L & D - IT,Other Training Courses and Qualification,03.04.2014,2210191571,2990,R,OPTAMOR
Hampshire County Council,COUNTY TREASURERS,L & D - IT,Other Training Courses and Qualification,15.04.2014,2210215647,1560,R,SAP UK
Hampshire County Council,COUNTY TREASURERS,L & D - Legal Services,Other Training Courses and Qualification,03.04.2014,2210188278,1125,R,Central Law Training LTD
Hampshire County Council,COUNTY TREASURERS,Lepe Beach Cafe - Catering,Catering Equipment,17.04.2014,2210210536,3355,R,PM BUILDING CONTRACTORS LTD
Hampshire County Council,COUNTY TREASURERS,Lepe Beach Cafe - Catering,Catering Equipment,17.04.2014,2210210540,779.65,R,PM BUILDING CONTRACTORS LTD
Hampshire County Council,COUNTY TREASURERS,Lepe Beach Cafe - Catering,Catering Provisions,15.04.2014,2210204412,1042.08,R,NEW FOREST ICE CREAM LTD
Hampshire County Council,COUNTY TREASURERS,Lymington Avenue Road,Vandalism,28.04.2014,3400135401,947.5,R,SSE CONTRACTING LTD
Hampshire County Council,COUNTY TREASURERS,Marketing,"Publicity, Promotions and Advertisement",01.04.2014,2210259230,960,R,PARK CORNER DESIGN LTD
Hampshire County Council,COUNTY TREASURERS,Micheldever Workshop-Vehicle Maint,Mechanical Maintenance,10.04.2014,3400135141,9125.83,R,EMCOR FACILITIES SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Misc Health Improvement & Wellbeing,Payments to Other Local Authorities,24.04.2014,6500003319,15000,R,EASTLEIGH BOROUGH COUNCIL
Hampshire County Council,COUNTY TREASURERS,Misc Health Improvement & Wellbeing,Payments to Other Local Authorities,24.04.2014,6500003318,60000,R,TEST VALLEY BOROUGH COUNCIL
Hampshire County Council,COUNTY TREASURERS,Misc Health Improvement & Wellbeing,Payments to Other Local Authorities,24.04.2014,6500003317,5992,R,WINCHESTER CITY COUNCIL
Hampshire County Council,COUNTY TREASURERS,Miscellaneous Academy - R & M Property,Premises Repairs,28.04.2014,3400135370,40785.99,R,EMCOR FACILITIES SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Miscellaneous Academy - R & M Property,Premises Repairs,28.04.2014,3400135370,1535.72,R,EMCOR FACILITIES SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Miscellaneous Academy - R & M Property,Premises Repairs,30.04.2014,3400135441,3335.56,R,EMCOR FACILITIES SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Miscellaneous Academy - R & M Property,Premises Repairs,30.04.2014,3400135441,14409.42,R,EMCOR FACILITIES SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Miscellaneous Academy - R & M Property,Premises Repairs,15.04.2014,3400135194,1694,R,KIER BUILDING SERVICES ENGINEERS
Hampshire County Council,COUNTY TREASURERS,Miscellaneous Academy - R & M Property,Premises Repairs,15.04.2014,3400135195,20660.69,R,KIER BUILDING SERVICES ENGINEERS
Hampshire County Council,COUNTY TREASURERS,Montgomery House Winchester,Major Mechanical Works,30.04.2014,3400135497,7066.5,C,EMCOR FACILITIES SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Musuems Marketing,Adverstising (non staff),11.04.2014,2210200526,740,R,BIGSTUFF LIMITED
Hampshire County Council,COUNTY TREASURERS,Noadswood Academy - R & M Property,Premises Repairs,28.04.2014,3400135401,886.28,R,SSE CONTRACTING LTD
Hampshire County Council,COUNTY TREASURERS,Property cross-cutting and general,Insurance Costs,30.04.2014,3110506688,90789,R,SUTTON WINSON LTD
Hampshire County Council,COUNTY TREASURERS,Property cross-cutting and general,Printing,02.04.2014,2210188029,618.75,R,WARRENS OFFICE LTD
Hampshire County Council,COUNTY TREASURERS,Property cross-cutting and general,Printing,02.04.2014,2210188029,618.75,R,WARRENS OFFICE LTD
Hampshire County Council,COUNTY TREASURERS,Property cross-cutting and general,Printing,02.04.2014,2210188029,618.75,R,WARRENS OFFICE LTD
Hampshire County Council,COUNTY TREASURERS,Property cross-cutting and general,Printing,02.04.2014,2210188029,618.75,R,WARRENS OFFICE LTD
Hampshire County Council,COUNTY TREASURERS,Property cross-cutting and general,Printing,02.04.2014,2210188029,618.75,R,WARRENS OFFICE LTD
Hampshire County Council,COUNTY TREASURERS,Public Health Central,Hired and Contracted Services,29.04.2014,3110506454,13500,R,NHS SOUTH CSU
Hampshire County Council,COUNTY TREASURERS,Rookwood-Eastleigh Workstyle,Contract Cleaning,17.04.2014,3400135271,640.56,R,HAYWARD SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Rookwood-Eastleigh Workstyle,Contract Cleaning,17.04.2014,3400135271,640.56,R,HAYWARD SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Rookwood-Eastleigh Workstyle,Contract Cleaning,17.04.2014,3400135271,640.56,R,HAYWARD SERVICES LTD
Hampshire County Council,COUNTY TREASURERS,Rookwood-Eastleigh Workstyle,Gas,23.04.2014,1100220763,576.37,R,TOTAL GAS & POWER LTD
Hampshire County Council,COUNTY TREASURERS,Sexual Health,Payments to Health Authorities,23.04.2014,9400041658,877.79,R,BADGERSWOOD SURGERY
