Supplier Name,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
Beck Interiors Limited,1005376,24249,01/06/2023,"278,730.00","46,455.00","Insurance,Dso,Banking",90069,29711,Retention Monies - Capital,Balance Sheet Resources,,ZTRSTOT,Balance Sheet Resources,ZTRSTOT2,Balance Sheet Resources,ZTRSTOT4,Balance Sheet Resources
REDACTED PERSONAL DATA,1001623,24329,06/06/2023,"1,500.00",0,Arts Development Projects,50021,63456,Payments to Artists,Communication & Regeneration,,AMCPI,Communication & Regeneration,AH,Arts & Heritage,AHM1,Arts Miscellaneous
Insight Direct (Uk) Ltd,1001148,24347,13/06/2023,469.61,78.27,Adult Learning 2022/23,50027,63533,Computer Software Purchases,Communication & Regeneration,,AMCPI,Communication & Regeneration,LL,Lifelong Learning,ALEARN1,Adult Learning
Konica Minolta Business (Uk) Ltd,1000277,24388,13/06/2023,948.72,158.12,St Bernadettes -Reprographics,10158,63305,Photocopying Charges,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED191,St Bernadettes Catholic
Virtual Class Limited,1002772,24401,07/06/2023,"2,760.00",460,St Johns -Enhancement,10200,63401,General Services,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED211,St Johns Ce
Odlings Ltd T/A The Columbaria Co,1003310,24404,13/06/2023,760.8,126.8,Carleton Crematorium Services,61064,63457,Wall Niches and Tablets,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LIFEVE1,Life Events Reg & Care,LIFEVE3,Life Events Reg & Care
Brent Stevenson Memorials Ltd,1001576,24421,01/06/2023,390.12,65.02,Carleton Crematorium Services,61064,63457,Wall Niches and Tablets,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LIFEVE1,Life Events Reg & Care,LIFEVE3,Life Events Reg & Care
Lifeline Language Services Ltd,1001286,24432,01/06/2023,390,65,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Lifeline Language Services Ltd,1001286,24441,01/06/2023,408,68,Sct17,10545,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Lifeline Language Services Ltd,1001286,24443,07/06/2023,390,65,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Lifeline Language Services Ltd,1001286,24455,01/06/2023,468,78,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Lifeline Language Services Ltd,1001286,24456,01/06/2023,440.4,73.4,Sct17,10545,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Lifeline Language Services Ltd,1001286,24461,13/06/2023,348,58,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Chartered Institute Of Environmental,1000428,24466,16/06/2023,324.5,0,Food Hygiene & Safety Group,30218,63521,Landline - Line Rental,Community & Env Services,,BPLSER,Community & Env Services,PUBPRO,Public Protection,PYCA1,Public Protecti
Jay Salisbury Equipment Services,1002202,24472,13/06/2023,361.43,60.24,Minor Work,30273,61012,Maintenance Private Contractor,Community & Env Services,,BPLSER,Community & Env Services,HIGENG,Highways & Engineering,SCHEME1,Highways Scheme
The Lancashire Wildlife Trust,1000268,24474,01/06/2023,519.62,3.27,Holy Family - General,10105,63426,Course Fees,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED091,Holy Family Rc
Advanced Steel Services Ltd,1000496,24486,13/06/2023,"1,032.90",172.15,Manufacturing,50114,63041,Other Materials,Communication & Regeneration,,AMCPI,Communication & Regeneration,PJOP,Illuminations - Operations,PJNA1,New Features / Schemes - C & E
Key Engineering Supplies Ltd,1000771,24494,13/06/2023,914.4,152.4,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services,,ZBPLSER,Balance Sheet Blackpool Services,ZBPLSER2,Balance Sheet Blackpool Services,ZBPLSER4,Balance Sheet Blackpool Services
Key Engineering Supplies Ltd,1000771,24495,19/06/2023,516.12,86.02,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services,,ZBPLSER,Balance Sheet Blackpool Services,ZBPLSER2,Balance Sheet Blackpool Services,ZBPLSER4,Balance Sheet Blackpool Services
Fylde Maintenance Services Ltd,1002195,24502,06/06/2023,"2,396.70",399.45,St Bernadettes -General,10174,61064,Delegated Maintenance,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED191,St Bernadettes Catholic
Key Engineering Supplies Ltd,1000771,24516,13/06/2023,411.6,68.6,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services,,ZBPLSER,Balance Sheet Blackpool Services,ZBPLSER2,Balance Sheet Blackpool Services,ZBPLSER4,Balance Sheet Blackpool Services
Moore Readymix Ltd,1000733,24534,01/06/2023,756.97,126.16,Core Footway-Day To Day,30201,63041,Other Materials,Community & Env Services,,BPLSER,Community & Env Services,HIGENG,Highways & Engineering,ENGINE1,Engineering
Moore Readymix Ltd,1000733,24550,01/06/2023,880.2,146.7,Core Footway-Day To Day,30201,63041,Other Materials,Community & Env Services,,BPLSER,Community & Env Services,HIGENG,Highways & Engineering,ENGINE1,Engineering
Moore Readymix Ltd,1000733,24552,01/06/2023,950.62,158.44,Core Footway-Day To Day,30201,63041,Other Materials,Community & Env Services,,BPLSER,Community & Env Services,HIGENG,Highways & Engineering,ENGINE1,Engineering
L & R Roadlines Ltd,1000505,24554,02/06/2023,"4,574.00",762.33,Line Marking And Other Works,30202,61012,Maintenance Private Contractor,Community & Env Services,,BPLSER,Community & Env Services,HIGENG,Highways & Engineering,ENGINE1,Engineering
Moore Readymix Ltd,1000733,24555,13/06/2023,585.54,97.59,Core Footway-Day To Day,30201,63041,Other Materials,Community & Env Services,,BPLSER,Community & Env Services,HIGENG,Highways & Engineering,ENGINE1,Engineering
Moore Readymix Ltd,1000733,24556,13/06/2023,495.72,82.62,Core Footway-Day To Day,30201,63041,Other Materials,Community & Env Services,,BPLSER,Community & Env Services,HIGENG,Highways & Engineering,ENGINE1,Engineering
Optimum Child Care Ltd,1007358,24594,19/06/2023,"25,692.90",0,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Northwest Leaving Care Services Ltd,1003341,24617,09/06/2023,"5,150.40",0,Leaving Care,10530,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA11,Senior Management
Bedspace Resource Ltd,1002502,24620,13/06/2023,"1,098.00",183,Leaving Care,10530,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA11,Senior Management
DERIAN HOUSE CHILDREN'S HOSPICE,1139694,24621,15/06/2023,"19,746.00",0,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Apollo Home Healthcare Limited,1006625,24622,13/06/2023,"2,400.00",0,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Embrace Care,1004086,24624,09/06/2023,"7,914.42",0,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Apollo Home Healthcare Limited,1006625,24649,20/06/2023,"2,100.00",0,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
G2 Recruitment Solutions,1004046,24721,20/06/2023,"1,126.80",187.8,Facilities,40269,60791,Agency Staff,Resources,,TRSTOT,Resources,AEF,Facilities,AEF2,Facilities
Peerless Fencing Ltd,1000861,24739,12/06/2023,"3,121.34",520.22,B'Pool Sports Centre,40011,61012,Maintenance Private Contractor,Resources,,TRSTOT,Resources,AEB,Buildings,BDLC,Buildings - Leisure Centres
Knight Air Products Limited,1000275,24755,06/06/2023,347.26,57.88,Highfurlong - General,10363,61601,Consumable Supplies,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED511,Highfurlong
REDACTED PERSONAL DATA,1003148,24799,16/06/2023,462,77,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
REDACTED PERSONAL DATA,1004842,24803,16/06/2023,"1,182.00",197,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
REDACTED PERSONAL DATA,1139747,24991,06/06/2023,"1,116.00",186,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
REDACTED PERSONAL DATA,1004197,24993,13/06/2023,648,108,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
Schuchmann Llp,1003919,24998,13/06/2023,"1,288.80",214.8,Childrens Equipment Service,20024,65401,Aids To Daily Living,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lindsay Cunningham Limited,1003412,25007,12/06/2023,497.36,82.89,External Legal Fees,10493,64712,Experts Fees,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
REDACTED PERSONAL DATA,1001231,25339,13/06/2023,"9,120.00","1,520.00",Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
Sellick Partnership Limited,1001076,25347,16/06/2023,"1,715.64",285.94,"Prop, Comm & Litigation Gen",61002,60793,Supply Other,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
REDACTED PERSONAL DATA,1001295,25370,13/06/2023,"1,920.00",320,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
RAISING ASPIRATIONS LIMITED,1139424,25602,15/06/2023,500,0,Foster Care Payments,10526,63804,Adoption Panel Expenses,Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Key Engineering Supplies Ltd,1000771,25617,13/06/2023,"1,164.15",24.24,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services,,ZBPLSER,Balance Sheet Blackpool Services,ZBPLSER2,Balance Sheet Blackpool Services,ZBPLSER4,Balance Sheet Blackpool Services
Key Engineering Supplies Ltd,1000771,25627,12/06/2023,305.73,3.19,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services,,ZBPLSER,Balance Sheet Blackpool Services,ZBPLSER2,Balance Sheet Blackpool Services,ZBPLSER4,Balance Sheet Blackpool Services
REDACTED PERSONAL DATA,1139734,25663,09/06/2023,"1,100.00",0,Lac Financial Assistance,10544,64820,Therapy,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
RAISING ASPIRATIONS LIMITED,1139424,25763,08/06/2023,500,0,Foster Care Payments,10526,63801,Other Expenses,Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Eric Wright Construction Ltd,1001085,26711,01/06/2023,"74,861.76","12,476.96","Insurance,Dso,Banking",90069,29711,Retention Monies - Capital,Balance Sheet Resources,,ZTRSTOT,Balance Sheet Resources,ZTRSTOT2,Balance Sheet Resources,ZTRSTOT4,Balance Sheet Resources
THE PLACE YOUNG PEOPLES COMPANY LTD,1139817,26777,01/06/2023,"59,821.62",0,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Gallagher Bassett International Ltd,1001459,26792,01/06/2023,"17,884.74","2,980.79",Reconciliations,90055,64705,Solicitors Fees,General Fund,,ZCORP,General Fund,ZCORP2,General Fund,ZCORP4,General fund
Communicate Slt Cic,1002063,27072,01/06/2023,900,0,Our Lady Of The Asumption General,10137,63412,Therapeutic Work,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED161,Our Lady Of The Assumption
Education Software Solutions Ltd,1004363,27078,01/06/2023,"1,078.32",179.72,Our Lady Of The Asumption General,10137,66204,ICT Support,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED161,Our Lady Of The Assumption
Lancaster Education Centre,1000371,27088,01/06/2023,"1,610.00",0,Our Lady Of The Asumption General,10137,61901,Contributions To Funds,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED161,Our Lady Of The Assumption
Blackpool Coach Hire Ltd,1002756,27096,01/06/2023,595,0,Our Lady Of The Asumption General,10137,62211,Casual Hire,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED161,Our Lady Of The Assumption
Blackpool Coach Hire Ltd,1002756,27098,01/06/2023,300,0,Our Lady Of The Asumption General,10137,62211,Casual Hire,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED161,Our Lady Of The Assumption
Fylde Maintenance Services Ltd,1002195,27103,06/06/2023,636,106,Our Lady Of The Asumption General,10137,61064,Delegated Maintenance,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED161,Our Lady Of The Assumption
Security Plus Limited,1003277,27105,01/06/2023,750.07,125.01,Treasury Management,60009,66102,Bank Charges,Budgets Outside Cash Limits,,BUDOCL,Budgets Outside Cash Limits,FH0001,Treasury Management,FH00012,Treasury Management
Catholic Insurance Service Limited,1000820,27107,01/06/2023,"3,033.15",0,Our Lady Of The Asumption General,10137,61801,Premises Insurance,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED161,Our Lady Of The Assumption
Lesar Uk Ltd,1001080,27109,12/06/2023,"1,380.00",230,Licensing - Miscellaneous,30001,63531,Computer Hardware Purchase,Community & Env Services,,BPLSER,Community & Env Services,PUBPRO,Public Protection,PYLA1,Licencing
Meon Ltd,1001472,27118,14/06/2023,466.39,77.73,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services,,ZBPLSER,Balance Sheet Blackpool Services,ZBPLSER2,Balance Sheet Blackpool Services,ZBPLSER4,Balance Sheet Blackpool Services
Nuphalt Contracting Ltd,1139725,27119,12/06/2023,"16,266.60","2,711.10",Project Amber,30110,64501,Private Contractors,Community & Env Services,,BPLSER,Community & Env Services,TR,Transportation,TRB1,Maintenance & W
Ken Taylor Supplies Limited,1002486,27137,19/06/2023,344.64,57.44,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services,,ZBPLSER,Balance Sheet Blackpool Services,ZBPLSER2,Balance Sheet Blackpool Services,ZBPLSER4,Balance Sheet Blackpool Services
Wonde Ltd (Gdpr.Co.Uk),1003533,27142,01/06/2023,"2,940.00",0,St John Vianney -General,10215,63801,Other Expenses,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED221,St John Vianney Catholic
White Rose Maths,1003981,27144,01/06/2023,"5,292.00",882,St John Vianney -General,10215,60793,Supply Other,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED221,St John Vianney Catholic
Holland Tail Lifts Ltd,1003773,27146,20/06/2023,382.8,63.8,Woodlands HT,10364,62009,Running Costs MOT/HGVs,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED531,Woodlands
Vision For Education Ltd,1004926,27149,01/06/2023,345.6,57.6,St John Vianney -General,10215,60794,Supply Teaching,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED221,St John Vianney Catholic
Maths Circle Ltd,1003335,27151,01/06/2023,306.6,51.1,St John Vianney -General,10215,63532,Computer Running and License Costs,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED221,St John Vianney Catholic
Lancaster Education Centre,1000371,27152,01/06/2023,"2,945.00",0,St John Vianney -General,10215,63801,Other Expenses,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED221,St John Vianney Catholic
Fox Fire Security Limited,1002168,27157,22/06/2023,"1,110.00",185,Phoenix Centre,40057,61012,Maintenance Private Contractor,Resources,,TRSTOT,Resources,AEB,Buildings,BDAD,Buildings - Adult Services
Fox Fire Security Limited,1002168,27162,13/06/2023,"1,046.40",174.4,Bispham Endowed - General,10046,61064,Delegated Maintenance,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED031,Bispham Endowed C Of E Primary
Automatic Alarms Ltd,1000535,27165,22/06/2023,327.59,54.6,Moor Park Leisure Centre,40008,61171,Alarms,Resources,,TRSTOT,Resources,AEB,Buildings,BDLC,Buildings - Leisure Centres
Schools Advisory Service,1000559,27169,01/06/2023,"6,929.02",0,St John Vianney -General,10215,60089,Supply Insurance Premium,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED221,St John Vianney Catholic
Lrcdtr School Building Fund,1001163,27170,01/06/2023,"7,882.89",0,St John Vianney -General,10215,63801,Other Expenses,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED221,St John Vianney Catholic
Enveco Blackpool Waste Services Ltd,1003817,27172,01/06/2023,470,0,St John Vianney -General,10215,61064,Delegated Maintenance,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED221,St John Vianney Catholic
Shorrock Trichem Limited,1000129,27174,01/06/2023,353.58,58.93,St John Vianney -General,10215,61064,Delegated Maintenance,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED221,St John Vianney Catholic
