Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
CROSSLING LTD,55578049,18/07/2024,"1,167.37",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
DALE POWER SOLUTIONS PLC,55580286,06/08/2024,"2,896.27",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
D-DRILL ( MASTER DRILLERS LTD ),55578850,31/03/2024,"2,975.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
DEERNESS FENCING & LANDSCAPING LTD,55579634,31/07/2024,"1,805.83",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
DEERNESS FENCING & LANDSCAPING LTD,55579635,31/07/2024,"1,805.83",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
DURHAM COUNTY COUNCIL,55578593,09/07/2024,"5,050.50",Cyclical-Lift Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
EARTH ANCHORS LTD,55578045,18/07/2024,"5,295.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
EASBY FLOORING LTD,55578783,24/07/2024,672.06,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
EASBY FLOORING LTD,55579294,01/07/2024,840,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
EASBY FLOORING LTD,55579293,25/07/2024,935.4,Alterations & Improvements - Decoration,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
ELDERS WALKER GLASS LTD,55578089,18/07/2024,683.64,Dlo Recharges,Non Resource Allocation,CENTRAL SUPPORT SERVICES
ELECTRONIC SECURITY SOLUTIONS LTD,55579592,31/07/2024,"4,200.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
EMSLEY CRANE HIRE LTD,55577911,30/06/2024,900,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
ENTERPRISE RENT-A-CAR,55578014,17/07/2024,504,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
EXPERT FIRE SOLUTIONS LIMITED,55578389,12/07/2024,562.9,Repairs - Fire Alarms,PREMISES,FIXTURES & FITTINGS
EXPERT FIRE SOLUTIONS LIMITED,55578410,05/07/2024,562.9,Repairs - Fire Alarms,PREMISES,FIXTURES & FITTINGS
FLOWING CONSTRUCTION SERVICES,55579957,30/06/2024,"7,901.15",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
GOOM ELECTRICAL,55578145,12/07/2024,"4,875.00",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
GOOM ELECTRICAL,55578665,24/07/2024,"1,100.00",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
GOOM ELECTRICAL,55578665,24/07/2024,"1,100.00",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
INGLEFORD SCAFFOLDING LTD,55579381,31/07/2024,"26,092.12",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
INGLEFORD SCAFFOLDING LTD,55579381,31/07/2024,"11,182.34",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
INGLEFORD SCAFFOLDING LTD,55576296,30/06/2024,"36,779.04",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
INGLEFORD SCAFFOLDING LTD,55576296,30/06/2024,"15,762.45",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
ISECURE GROUP LTD,55579494,31/07/2024,825,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
ISECURE GROUP LTD,55579226,28/07/2024,630,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
ISECURE GROUP LTD,55578210,22/07/2024,550,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
ISECURE GROUP LTD,55578262,15/07/2024,550,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
ISECURE GROUP LTD,55580083,05/08/2024,550,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
JH MECHANICAL SERVICES LTD,55577771,12/07/2024,"2,149.45",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
JH MECHANICAL SERVICES LTD,55579152,12/07/2024,"1,800.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
K HEWITT & CO LTD,55577885,20/06/2024,"34,347.28",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
K M ELECTRICAL SERVICES,55578967,26/07/2024,"3,741.89",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
K M ELECTRICAL SERVICES,55578962,26/07/2024,"2,569.65",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
K M ELECTRICAL SERVICES,55578958,26/07/2024,"2,529.70",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
K M ELECTRICAL SERVICES,55578960,26/07/2024,"2,529.70",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
K M ELECTRICAL SERVICES,55578955,26/07/2024,"2,529.70",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
K M ELECTRICAL SERVICES,55578964,26/07/2024,"2,569.65",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
K M ELECTRICAL SERVICES,55579549,31/07/2024,"2,685.53",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
K M ELECTRICAL SERVICES,55579143,28/06/2024,"51,320.14",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
K M ELECTRICAL SERVICES,55579546,31/07/2024,"3,792.00",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
K M ELECTRICAL SERVICES,55579611,31/07/2024,"16,682.44",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
KONSTRUCT NE LTD,55578782,25/07/2024,"63,294.70",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
LIGNUM CONSTRUCTION NE LTD,55578915,30/06/2024,"2,958.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
LIGNUM CONSTRUCTION NE LTD,55578916,30/06/2024,"6,544.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
M3 HOUSING LTD,55579291,05/07/2024,"6,000.00",Ict Software Purchase,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,"1,326.45",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,573.88,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,635.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,934.39,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,525.59,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,864.31,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,864.31,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,"1,322.67",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,"1,527.42",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,"1,084.00",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,"1,269.05",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,"1,179.68",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,"1,156.31",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,864.31,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,864.31,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,635.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,"1,269.05",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,"1,262.54",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,956.47,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,823.62,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,823.62,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,606.29,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,946.05,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,873.34,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,741.81,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,585.64,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,722.28,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,736.71,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,823.62,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,500.85,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,597.34,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,829.65,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,628.62,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,736.71,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,864.31,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,772.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,659.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,772.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,758.2,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,614.76,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,722.28,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,722.28,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,911.89,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,772.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,758.2,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,659.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,772.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,700.79,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,772.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,722.28,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,722.28,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,758.2,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,758.2,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,772.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,764.54,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,628.62,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,736.71,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,501.2,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163388,18/08/2024,764.54,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,741.81,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,645.61,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,659.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,659.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,654.1,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,626.46,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,874.97,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,628.62,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,855.43,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,677.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,668.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
N L COMMERCIALS DARLINGTON LTD,55579396,31/07/2024,736,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
N L COMMERCIALS DARLINGTON LTD,55579397,31/07/2024,736,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
N L COMMERCIALS DARLINGTON LTD,55579399,31/07/2024,966,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
N L COMMERCIALS DARLINGTON LTD,55579400,31/07/2024,966,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
N T SWEETING ROOFING CONTRACTORS LTD,55580291,07/08/2024,804,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
NE SECURITY LTD,55578579,14/07/2024,652.75,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
NE SECURITY LTD,55578580,14/07/2024,"1,228.50",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
P PLUNKETT TILING CONTRACTORS LTD,55578878,25/07/2024,"8,941.16",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
PENNY ENGINEERING,55579476,20/08/2024,"11,397.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
PHS HOME SOLUTIONS LTD,55579978,02/08/2024,"13,743.75",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
PROFAB ENGINEERING LTD,55579906,01/08/2024,545,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579305,30/07/2024,558,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
S & I STRUCTURES,55578121,03/07/2024,"1,967.78",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
S & I STRUCTURES,55578121,03/07/2024,"1,200.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579607,31/07/2024,691.67,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578275,16/07/2024,"1,296.41",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578899,29/07/2024,521.3,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579887,01/08/2024,"2,454.20",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579887,01/08/2024,694.2,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579889,01/08/2024,"2,794.61",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579891,01/08/2024,"2,191.17",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579893,01/08/2024,"2,191.17",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579894,01/08/2024,"2,794.61",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579895,01/08/2024,"1,193.65",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579896,01/08/2024,"2,794.61",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578419,22/07/2024,977.68,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578420,22/07/2024,"1,446.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578360,01/07/2024,"5,367.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578362,01/07/2024,"3,969.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578371,03/04/2024,"1,141.75",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578395,10/07/2024,"8,456.18",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578413,22/07/2024,"4,097.82",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578325,19/07/2024,"3,712.80",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578342,19/07/2024,930.83,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578328,19/07/2024,"3,392.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578241,15/07/2024,764.4,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578975,26/07/2024,"5,475.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578977,26/07/2024,"2,195.46",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578621,23/07/2024,"3,969.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578902,18/03/2024,"1,629.55",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578781,25/07/2024,"1,534.44",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55577954,15/07/2024,"2,025.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55577999,17/07/2024,"1,777.50",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578064,18/07/2024,"2,298.92",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55577691,10/07/2024,694.2,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55577959,11/07/2024,"1,172.34",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55577687,10/07/2024,"1,032.42",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55577690,10/07/2024,"1,550.79",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55577835,15/07/2024,"1,704.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55577837,15/07/2024,"1,951.20",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55577839,15/07/2024,"3,816.50",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55577663,10/07/2024,"1,060.82",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579201,18/06/2024,"1,965.20",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578345,19/07/2024,670.36,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579883,01/08/2024,"2,794.61",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579885,01/08/2024,"1,648.15",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579657,31/07/2024,"1,494.49",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579660,31/07/2024,"1,196.95",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579884,01/08/2024,"1,951.20",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579886,01/08/2024,"5,475.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579898,01/08/2024,"2,794.61",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579899,01/08/2024,"2,794.61",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
