Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (œ),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),38.7,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),2157.56,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),16.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),10.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),31.95,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),13.95,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),45.9,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),3196,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),1808.93,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,Valuation,1859.8,Agency Staff,Third Party Supplier,STANDARD,2100,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),2276,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),2176,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),1615.79,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,Localities Team,1402.3,Training & Development Costs,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Localities Team,4.05,Training & Development Costs,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Test and Trace,2217.83,Agency Staff,Third Party Supplier,STANDARD,2068,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Finance systems Re-procurement,2340.8,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,22/12/2022,4749812,351519,REED,Finance systems Re-procurement,2926,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,22/12/2022,4749812,351519,REED,BFFC Agency Staff (Rechargeable),2053.39,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,Other HRA Capital,2301,Intangible Assets,Third Party Supplier,STANDARD,8549,ZZZC-Capital
RBC Legal Entity,22/12/2022,4749812,351519,REED,Preparing for Adulthood Service,1321.27,Agency Staff,Third Party Supplier,STANDARD,5720,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Audit,2643.5,Agency Staff,Third Party Supplier,STANDARD,2225,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,Reviews Team,670.4,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Reviews Team,1698.3,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Reviews Team,1513.3,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Reviews Team,429.82,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Reviews Team,1910.21,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Reviews Team,1500.48,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Reviews Team,1468.53,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Reviews Team,1767.03,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Reviews Team,6.39,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Reviews Team,6.75,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Reviews Team,8.55,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Reviews Team,6.3,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Discharge to Assess Hospital Service,1550.3,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Discharge to Assess Hospital Service,1552.11,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Discharge to Assess Hospital Service,1694.16,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Discharge to Assess Hospital Service,1328.3,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Discharge to Assess Hospital Service,54.85,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Discharge to Assess Hospital Service,23.07,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Contact Centre,599.66,Agency Staff,Third Party Supplier,STANDARD,2599,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,Contact Centre,35.79,Agency Staff,Third Party Supplier,STANDARD,2599,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,Contact Centre,58.86,Agency Staff,Third Party Supplier,STANDARD,2599,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,Contact Centre,47.36,Agency Staff,Third Party Supplier,STANDARD,2599,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,Contact Centre,58.41,Agency Staff,Third Party Supplier,STANDARD,2599,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,Contact Centre,58.41,Agency Staff,Third Party Supplier,STANDARD,2599,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,Contact Centre,58.41,Agency Staff,Third Party Supplier,STANDARD,2599,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,Registration,1274.5,Agency Staff,Third Party Supplier,STANDARD,4604,LAAA-Directorate of Resources
RBC Legal Entity,22/12/2022,4749812,351519,REED,Advice and Wellbeing Service,1550.3,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Advice and Wellbeing Service,1451.25,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Advice and Wellbeing Service,1149,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Advice and Wellbeing Service,7.4,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Advice and Wellbeing Service,5.8,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Advice and Wellbeing Service,7.4,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4749812,351519,REED,Advice and Wellbeing Service,2.25,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4746615,351520,RABBITS VEHICLE HIRE LTD,Fleet Management,720,Vehicle Spot Hire,SUPPLIER,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4746615,351520,RABBITS VEHICLE HIRE LTD,Fleet Management,1250,Vehicle Spot Hire,SUPPLIER,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4746615,351520,RABBITS VEHICLE HIRE LTD,Fleet Management,547.5,Vehicle Spot Hire,SUPPLIER,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4752145,351520,RABBITS VEHICLE HIRE LTD,Fleet Management,3167,Vehicle Spot Hire,SUPPLIER,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751777,351521,FAITH CHRISTIAN GROUP (READING),Closing The Gap,833.33,Payments to Operators,Third Party Supplier,STANDARD,5307,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,22/12/2022,4751129,351523,LAUNCHPAD READING,Guaranteed Rent Scheme,880.53,Rents,Third Party Supplier,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751256,351523,LAUNCHPAD READING,Guaranteed Rent Scheme,694.59,Rents,Third Party Supplier,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751271,351523,LAUNCHPAD READING,Guaranteed Rent Scheme,694.59,Rents,Third Party Supplier,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751314,351523,LAUNCHPAD READING,Guaranteed Rent Scheme,880.53,Rents,Third Party Supplier,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751721,351523,LAUNCHPAD READING,Guaranteed Rent Scheme,792.83,Rents,Third Party Supplier,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751121,351524,MR D GRIFFITHS,Guaranteed Rent Scheme,947.4,Rents,SUPPLIER,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751178,351524,MR D GRIFFITHS,Guaranteed Rent Scheme,792.83,Rents,SUPPLIER,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751308,351524,MR D GRIFFITHS,Guaranteed Rent Scheme,947.4,Rents,SUPPLIER,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751621,351526,JANE MALEY,Guaranteed Rent Scheme,1006.72,Rents,SUPPLIER,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4749845,351527,ARA COMMERCIAL LIMITED,Archives General,495,Stationery  Consumables,Third Party Supplier,STANDARD,1256,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751024,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,694.59,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751033,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,694.59,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751075,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,694.59,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751076,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751080,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751082,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,694.59,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751090,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,1006.72,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751095,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,1146.86,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751103,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751104,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751105,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,1146.86,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751159,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751168,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751219,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751257,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751264,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751279,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751297,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751299,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751333,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,1146.86,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751341,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751343,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751350,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751367,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,22/12/2022,4751386,351528,CHEERENT LTD T/A VANDERPUMP & WELLBELOVE,Guaranteed Rent Scheme,1146.86,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
