Service Division Org,Expense Type,Detailed Expense Typ,Expense Code,Amount,Supplier Name,Payment Date,,
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"4,100.00",The PCC for West Midlands,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Courses Fees,"2,350.00",Tactical Hazmat Ltd,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,764.22,,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"1,045.62",Scott Dunn Consultants,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Capital Charges,Forensic Science Services,937.05,SOCOTEC UK Ltd,28/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,891.10,SJ Cook & Sons,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Communications & Computing,Network Services,60.75,EE Limited,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Rent Rates & Water,National Non Domestic Rates,"1,486.00",North Somerset Council,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Pay & Allowances,"Police PC - Basic Pay, NI & Pension","3,364.23",PCC for Wiltshire,21/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"1,573.31",ORACLE CORPORATION UK LTD,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,503.73,GOODYEAR TYRES UK LTD,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Communications & Computing,Voice & Data,260.00,PCC for Devon & Cornwall,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Printing Stationery & Office Exp,Postage,573.09,,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"-4,070.59  Somerset Council",,06/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Printing Stationery & Office Exp,Stationery,"4,198.94",Pitney Bowes Ltd,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,"15,673.90",Hyundai Motor Company Ltd,21/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Operational Support,Supplies & Services,Other Expenses,Horses - Forage,"1,380.00",DC SMITH,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Staff Pay & Allowances,Staffing Agency,"3,752.00",,18/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - commissioning,"6,983.44",Elite Solutions (UK) Ltd,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Communications & Computing,Voice & Data,"9,626.38",Telefonica UK Limited,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,IT Equip - Consumables,"3,877.50",Bechtle Ltd,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"2,946.90",Hays Specialist Recruitment Ltd,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Supplies & Services,Subsistence & Conference,Subsistence,89.08,PCC for Devon & Cornwall,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Third Party Payments,Other Local Authorities or Forces,Contributions to Other Forces,"14,268.90",North Yorkshire PCC,21/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Capital Charges,Capital Charges,Other Plant & Equipment,"6,695.50",Heckler & Koch GB NSAF Limited,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Premises,Cleaning & Domestic Supplies,General Waste Costs,"5,992.15",Novus Environmental,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Printing Stationery & Office Exp,Printing,790.09,Xerox (UK) Ltd,18/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,783.68,Alliance Automotive T/A Mill Autoq,18/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Catering,Catering,0.90,Corporate Support HQ Imprest,04/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"5,400.00",The BE Project,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,828.12,GOODYEAR TYRES UK LTD,04/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Supplies & Services,Other Expenses,Financial Adjustments,,-0.02  ORACLE CORPORATION UK LTD,21/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,576.15,SJ Cook & Sons,04/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"2,835.14",,18/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,159.55",SJ Cook & Sons,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Transport,Vehicle Allowances,Vehicle mileage allowance,670.50,,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - fuel,"36,915.26",Allstar Business Solutions Ltd,07/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Fabric,795.00,SVE Services Limited,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Allowances,Travel fares,141.43,PCC for Devon & Cornwall,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Grants & Subscriptions,Subscriptions,"5,951.50 Meltwater (UK) Ltd",,18/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicle Conversions,"4,645.25",Halls Electrical Ltd,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Staff Pay & Allowances,Staffing Agency,"2,004.09",Hays Specialist Recruitment Ltd,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Employees,Police Pay & Allowances,"Police PC - Basic Pay, Pension & Housing","11,091.26",PCC for Dorset,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,"5,065.00",Romac Building Contractors Ltd,04/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Subsistence & Conference,Accommodation,"1,470.00",Alecto Forensic Services Ltd,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Licences & Orders,"10,559.06",National Crime Agency,28/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,232.08",City West Commercials Ltd,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Communications & Computing,Voice & Data,685.27,Onecom Limited,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"22,306.50",Swan Advocacy Network,07/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Analyse,Supplies & Services,Insurance,Insurance General,"-24,869.60  Aon UK LTD",,06/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Local Policing,Transport,Vehicle Allowances,Vehicle mileage allowance,721.81,,04/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,866.00,Sonic Communications (INT) Ltd,18/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Legal Costs & Services,692.00,,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Communications & Computing,Network Services,60.75,EE Limited,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
