BODY,EXPENSE AREA,SUPPLIER,EXPENSE TYPE,REFERENCE,DATE,VALUE
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11720364,45236,740.92
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11720365,45236,4.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11720366,45236,6.33
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11720369,45265,548.95
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11720370,45265,712
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11720673,45240,265.2
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Rotherham Nhs Foundation Trust,Public Health & Care Services,11720779,45236,74461.02
Rotherham Metropolitan Borough Council,Regeneration & Environment,Shefflock,Security,11720780,45236,155
Rotherham Metropolitan Borough Council,Regeneration & Environment,Shefflock,Security,11720781,45236,184.17
Rotherham Metropolitan Borough Council,Regeneration & Environment,Shefflock,Security,11720782,45236,155
Rotherham Metropolitan Borough Council,Regeneration & Environment,Shefflock,Security,11720783,45236,155
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11720808,45253,280
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Generic Services,11720823,45251,214.5
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Generic Services,11720825,45251,153
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11720891,45236,128
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11720892,45236,128
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11720895,45236,64
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11720896,45236,128
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Providence Maintenance & Electrical,Repair And Maintenance,11720904,45236,82
Rotherham Metropolitan Borough Council,Finance & Customer Services,Jane Wheatley,Legal Services,11720932,45240,500
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Providence Maintenance & Electrical,Repair And Maintenance,11721794,45236,92
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11721823,45237,192
Rotherham Metropolitan Borough Council,Regeneration & Environment,Stantec Uk Ltd,Consultancy,11721843,45240,15250
Rotherham Metropolitan Borough Council,Regeneration & Environment,Questech Recruitment Ltd,Agency Staff Services,11721942,45258,1060
Rotherham Metropolitan Borough Council,Regeneration & Environment,Calor Gas Limited,Fuel/Heating Oil,11721944,45238,83.14
Rotherham Metropolitan Borough Council,Regeneration & Environment,Flagpole Express,Lighting Pole Or Post And Hard,11721948,45236,602.95
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11722325,45237,-1018.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11722325,45237,228.9
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Providence Maintenance & Electrical,Repair And Maintenance,11722380,45252,3860
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11722381,45236,130
Rotherham Metropolitan Borough Council,Regeneration & Environment,Redfern Travel,Vehicle Recovery Maintenance Repair,11722827,45236,158
Rotherham Metropolitan Borough Council,Regeneration & Environment,Direct Traffic Management Ltd,Road Markings And Traffic Management,11722835,45265,2887.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,Direct Traffic Management Ltd,Road Markings And Traffic Management,11722836,45246,637.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Crelling Harnesses Ltd,Health And Hygiene Equipment,11722837,45245,874.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arden Winch & Co Ltd,Ppe Tools And Janitorial Supplies,11722963,45240,160.95
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",A D Copley Builders Ltd,Repair And Maintenance,11722966,45239,480
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Carter Brown The Expert Service Ltd,Licence & Professional Fees,11723142,45264,2435
Rotherham Metropolitan Borough Council,Regeneration & Environment,Imperative Training Ltd,Training Services,11723145,45236,625
Rotherham Metropolitan Borough Council,Regeneration & Environment,Calor Gas Limited,Fuel/Heating Oil,11723961,45238,754.88
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Penna Plc,Advertising Services,11724008,45246,1521.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dc Projects (Rotherham) Ltd,Sporting Entertainment & Culture,11724012,45252,-1401.77
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dc Projects (Rotherham) Ltd,Sporting Entertainment & Culture,11724013,45252,-2611.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11724069,45236,1028.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Apse,Licence & Professional Fees,11724082,45261,3666
Rotherham Metropolitan Borough Council,Finance & Customer Services,Ricoh Uk Ltd,"Printing , Photographic, Av Equipment & Supplies",11724095,45247,2718
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Ac Education,Training Services,11724099,45236,550
Rotherham Metropolitan Borough Council,Regeneration & Environment,Nisbets,Catering Equipment,11724108,45253,219.98
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11724202,45257,360
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11724203,45257,180
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11724204,45257,180
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11724206,45257,180
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11724207,45257,180
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11724208,45257,180
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11724210,45257,180
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11724211,45257,180
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11724213,45257,180
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11724214,45257,180
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11724215,45257,180
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11724216,45257,180
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Neil Hutton,Removal Services,11724309,45257,180
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ace Janitorial Supplies Ltd,Ppe Tools And Janitorial Supplies,11724314,45238,559.3
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Providence Maintenance & Electrical,Repair And Maintenance,11724535,45236,128
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Providence Maintenance & Electrical,Repair And Maintenance,11724537,45236,128
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11724539,45236,620
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11724540,45236,128
Rotherham Metropolitan Borough Council,Regeneration & Environment,Shefflock,Security,11726373,45236,153.33
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11726375,45236,128
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11726376,45236,90
Rotherham Metropolitan Borough Council,Regeneration & Environment,Shefflock,Security,11726377,45236,195
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11726454,45251,4328.74
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11726465,45247,595
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Tlc Live,Specialized Educational Services,11726479,45243,1056
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11726481,45261,49.28
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11726482,45261,28.46
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11726483,45261,20.58
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11726484,45261,656.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11726485,45261,35.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Brytone Ltd,Catering Equipment,11726516,45236,248.75
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Hsl Compliance Ltd,Repair And Maintenance,11726596,45236,43
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Hsl Compliance Ltd,Repair And Maintenance,11726597,45236,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11726598,45236,45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11726599,45236,42
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Hsl Compliance Ltd,Repair And Maintenance,11726600,45236,56
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Hsl Compliance Ltd,Repair And Maintenance,11726601,45236,43
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Hsl Compliance Ltd,Repair And Maintenance,11726602,45236,56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11726604,45236,34
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Hsl Compliance Ltd,Repair And Maintenance,11726605,45236,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11726606,45236,34
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11726607,45236,43
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Hsl Compliance Ltd,Repair And Maintenance,11726608,45236,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11726609,45236,45
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Hsl Compliance Ltd,Repair And Maintenance,11726610,45236,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11726611,45236,34
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Hsl Compliance Ltd,Repair And Maintenance,11726612,45236,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11726613,45236,37
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11726614,45236,59.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11726615,45236,59.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11726616,45236,189
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11726617,45236,429
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11726630,45261,76.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11726631,45261,6.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11726632,45261,144.85
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11726633,45261,127.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11726634,45261,63.09
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11726635,45261,41.28
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11726636,45261,127.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11726645,45236,64
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11726646,45236,64
Rotherham Metropolitan Borough Council,Regeneration & Environment,Brytone Ltd,Catering Equipment,11727520,45236,164.25
