Portfolio,Directorate,Division,Service Area,Type of Expenditure,Payee,Payment Date,Amount (£)
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45252,1653.75
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Hays Specialist Recruitment,45210,1652.8
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Kerry Keenan Childminding Service,45231,1652.7
People,Community Health and Adult Social Care,Safeguarding,Safeguarding,Services - Professional Fees,Dr Henri Giller,45218,1650
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Services - Professional Fees,Dr Henri Giller,45247,1650
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,PERSONAL DETAILS REDACTED,45252,1650
Place,Environmental Services,Environmental Services,Environmental Management,Services - Payments To Contractors,Saddleworth Plant Hire Ltd (SPH Ltd),45252,1650
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Agency Staff,North West Woodwind,45278,1650
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Hays Specialist Recruitment,45210,1649.2
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45202,1648.65
Place,Economy,Economy,Property Management,Hygiene Services,PHS Group Ltd,45252,1647.04
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45259,1647
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45259,1647
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45237,1646.1
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45252,1646.1
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45275,1646.1
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,D A Languages Ltd,45216,1643.04
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45202,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45202,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45205,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45208,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45208,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45208,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45215,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45215,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45223,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45224,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45224,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45226,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45226,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45226,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45226,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45226,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45226,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45243,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45243,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45244,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45244,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45244,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45252,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45252,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45257,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45257,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45257,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45259,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45259,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45261,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45275,1642.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45275,1642.5
Place,Economy,Economy,Strategic Housing,HSF Payments - Homelessness,PERSONAL DETAILS REDACTED,45218,1640
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Services - Professional Fees,Billy Barlow,45231,1640
Place,"Economic Development, Enterprise and Skills",Capital - Boroughwide,Capital - Parks & Playing Fields,Fees - Agency,Nicol Thomas Limited,45257,1635.4
Place,"Economic Development, Enterprise and Skills",Capital - Asset Management,Capital - Boroughwide Developments,Fees - Other,Heritage Project Management,45212,1635
Place,"Economic Development, Enterprise and Skills",Capital - Asset Management,Capital - Boroughwide Developments,Fees - Other,Heritage Project Management,45243,1635
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,CWD Community Independent Care,Pennine Social Care Ltd,45265,1633
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,CWD Community Independent Care,Pennine Social Care Ltd,45265,1633
People,Community Health and Adult Social Care,Commissioning,Commissioning,Tools And Equipment,City Lift Services (NW) Ltd,45216,1630
Place,"Economic Development, Enterprise and Skills",Capital - Town Centre,Capital - Town Centre Developments,Fees - Agency,Thrive Economics,45238,1625
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Family Hubs - Home Learning Environment,National Childrens Bureau Enterprises Ltd,45274,1625
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45209,1624.98
Place,Economy,Economy,Strategic Housing,Services - Professional Fees,Howarth Housing Group Ltd,45266,1624
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Hays Specialist Recruitment,45219,1623.3
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Hays Specialist Recruitment,45229,1623.3
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Hays Specialist Recruitment,45232,1623.3
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Hays Specialist Recruitment,45238,1623.3
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Hays Specialist Recruitment,45271,1623.3
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45264,1622.26
Place,Economy,Economy,Estates,Maintenance Contracts,Interurban Ltd,45251,1621.31
Place,Environmental Services,Environmental Services,Fleet Management,Tyres,ProFit Tyre Group Ltd,45252,1621
Place,Environmental Services,Environmental Services,Fleet Management,Vehicle Maintenance - Contract,Vehicle Weighing Solutions Ltd,45265,1620
Place,Environmental Services,Environmental Services,Highways,Hired Moveable Plant,Rhodes & Sons Construction Ltd,45202,1617
Place,Environmental Services,Environmental Services,Highways,Hired Moveable Plant,Rhodes & Sons Construction Ltd,45222,1617
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,HLC Countryside & Garden,45203,1615
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45250,1614.72
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45257,1614.72
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Linq Healthcare Recruitment Specialist Ltd,45222,1610.41
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,CWD Community Independent Care,Optima Health and Social Care Ltd,45265,1608.2
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45237,1607.42
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45208,1606.56
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45208,1606.56
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45208,1606.56
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45250,1606.56
People,Children´s Services,Children´s Social Care,Children in Care,Staying Put Scheme,PERSONAL DETAILS REDACTED,45204,1606.55
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45264,1606.55
Place,"Economic Development, Enterprise and Skills",Capital - Boroughwide,Capital - Boroughwide Developments,Fees - Other,Fairhurst Group LLP,45279,1606
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45265,1604.92
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Assistance To Families Grants,GMX Cars Ltd,45257,1604.25
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Holyrood Nursery,45257,1604.25
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45232,1602.19
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45275,1600.01
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Services - Professional Fees,Sophie Anne Ellicott,45218,1600
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Services - Professional Fees,Sophie Anne Ellicott,45232,1600
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Services - Professional Fees,Little Saplings Before and After School Club,45251,1600
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Joseph Lynch,45260,1600
Corporate Services,Corporate Services,Capital - IT,Capital - IT,Computer Software,NEC Software Solutions UK LTD,45260,1600
