Portfolio,Directorate,Division,Service Area,Type of Expenditure,Payee,Payment Date,Amount (£)
Place,Economy,Economy,Estates,Catering - Refreshments & Hospitality,Ajay Javer,45153,1170
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45188,1169.34
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45180,1169.16
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45112,1167.83
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45156,1164.38
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45196,1164.38
People,Children´s Services,"Education, Skills & Early Years",Community / Adult Learning,Training Expenses,CTC Training,45128,1163.33
Place,Economy,Economy,Estates,Maintenance Contracts,JLA HVAC Ltd,45188,1163.25
Place,"Economic Development, Enterprise and Skills",Capital - Boroughwide,Capital - Boroughwide Developments,Fees - Agency,Pinsent Masons LLP,45195,1162.99
People,Children´s Services,Preventative Services,Early Help,Services - Professional Fees,E Smith & Son,45124,1162.5
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Training Expenses,ISWS Ltd - Immigration Social Work Services,45124,1160
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Training Expenses,ISWS Ltd - Immigration Social Work Services,45184,1160
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Kays Highways Ltd,45167,1160
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Kays Highways Ltd,45180,1160
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Kays Highways Ltd,45191,1160
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Kays Highways Ltd,45190,1160
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Kays Highways Ltd,45195,1160
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Kays Highways Ltd,45191,1160
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Corlett Electrical Engineering Co (1981) Ltd,45135,1159.72
Place,Environmental Services,Environmental Services,Fleet Management,Vehicle Maintenance - Contract,Dennis Eagle Ltd,45145,1158.59
Place,Economy,Economy,Facilities Management,Catering Equipment,Tri Star Packaging Supplies Ltd,45110,1157.82
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Hays Specialist Recruitment,45182,1156.96
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Staff Recruitment Advertising,M-four,45189,1155
People,Leisure Services,Leisure Services,Leisure Services,Services - Professional Fees,Oldham Athletic Community Trust,45176,1154.7
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Key Health Solutions,45155,1151.06
Place,Environmental Services,Environmental Services,Fleet Management,Vehicle Spare Parts,Fleet Factors Ltd,45184,1150.35
Corporate Services,Corporate Services,Communications and Research,Communications and Research,Services - Professional Fees,New Image (Public Relations) Ltd,45180,1150
Place,Environmental Services,Environmental Services,Fleet Management,Vehicle Spare Parts,Fleet Factors Ltd,45138,1150
Place,Environmental Services,Environmental Services,Fleet Management,Vehicle Spare Parts,Fleet Factors Ltd,45154,1150
Place,Environmental Services,Environmental Services,Fleet Management,Vehicle Spare Parts,Fleet Factors Ltd,45182,1150
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Leeds Commercial Ltd t/a L C Vehicle Hire Ltd,45180,1150
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Leeds Commercial Ltd t/a L C Vehicle Hire Ltd,45180,1150
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Leeds Commercial Ltd t/a L C Vehicle Hire Ltd,45180,1150
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Educational Curriculum Equipment,The UK Association for Music Education - Music Mark,45194,1150
Place,Environmental Services,Environmental Services,Public Protection,Services - Payments To Contractors,John Slattery Joinery,45135,1150
Corporate Services,Corporate Services,Legal Services,Elections,Stationery,Rochdale Borough Council,45148,1150
Place,Environmental Services,Environmental Services,Environmental Management,Services - Payments To Contractors,Saddleworth Plant Hire Ltd (SPH Ltd),45195,1150
People,Community Health and Adult Social Care,Safeguarding,Safeguarding,Services - Professional Fees,Wray Communications Limited,45173,1150
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Services - Professional Fees,Meritec Limited,45113,1150
Corporate Services,Corporate Services,"Customer, Digital and Transformation",Customer Services,Services - Professional Fees,APS Group,45181,1149.13
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Gopak Ltd,45182,1147.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,CWD Community Independent Care,Optima Health and Social Care Ltd,45181,1147.03
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45145,1145.56
People,Community Health and Adult Social Care,Commissioning,Commissioning,Tools And Equipment,Geberit Sales Ltd,45176,1144.36
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45160,1144.25
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45195,1143.36
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45153,1141
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,Craig Ormerod Ormerod Associates Ltd,45161,1140
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45155,1138.5
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Bespoke Refrigeration and Air Conditioning Ltd,45175,1138.5
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Kompan Ltd,45139,1138.46
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45152,1138.36
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Corlett Electrical Engineering Co (1981) Ltd,45132,1138.04
Place,"Economic Development, Enterprise and Skills",Capital - Boroughwide,Capital - Boroughwide Developments,Fees - Agency,Weightmans LLP,45139,1137.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45173,1136.43
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Educational Curriculum Equipment,The Circus House CIC,45182,1135.04
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45152,1131.48
Corporate Services,Corporate Services,"Customer, Digital and Transformation",Customer Services,Services - Professional Fees,APS Group,45198,1131.36
People,Community Health and Adult Social Care,Commissioning,Commissioning,Payments To Carers/Volunteers/Providers,Homecare4u Ltd,45195,1131.29
Corporate Services,Corporate Services,Finance,Audit,Refuse Collection,Shred Station Ltd,45139,1130.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Payments To Carers/Volunteers/Providers,Shazia Sarwar-Azim T/A Emotional Therapy Coach Ltd,45148,1130
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Payments To Carers/Volunteers/Providers,Shazia Sarwar-Azim T/A Emotional Therapy Coach Ltd,45155,1130
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Payments To Carers/Volunteers/Providers,Shazia Sarwar-Azim T/A Emotional Therapy Coach Ltd,45180,1130
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Payments To Carers/Volunteers/Providers,Shazia Sarwar-Azim T/A Emotional Therapy Coach Ltd,45180,1130
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,No Recourse to Public Funds,Shazia Sarwar-Azim,45131,1130
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45195,1128.2
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45141,1128.04
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Wheeldon Brothers Waste Ltd,45167,1127.71
People,Community Health and Adult Social Care,Commissioning,Commissioning,Payments To Carers/Volunteers/Providers,Premier Care Ltd,45167,1126.67
People,Children´s Services,"Education, Skills & Early Years",Skills and Employment,Public Transport/Travel Expenses,Oldham Travel Shop,45114,1126.44
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Fast Hire UK Ltd,45161,1125.52
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Fast Hire UK Ltd,45161,1125.52
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Fast Hire UK Ltd,45161,1125.52
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Fast Hire UK Ltd,45161,1125.52
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Fast Hire UK Ltd,45161,1125.52
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Fast Hire UK Ltd,45161,1125.52
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Fast Hire UK Ltd,45161,1125.52
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Services - Professional Fees,Jane Acklam,45146,1125
Place,Economy,Economy,Facilities Management,Operational Materials,Alliance Disposables Ltd,45176,1124.33
Place,Environmental Services,Environmental Services,Highways,Services - Payments To Contractors,Rhodes & Sons Construction Ltd,45183,1122.54
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Riverside Truck Rental Ltd,45112,1122
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Riverside Truck Rental Ltd,45112,1122
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Riverside Truck Rental Ltd,45112,1122
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Riverside Truck Rental Ltd,45134,1122
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,No Recourse to Public Funds,Staffordshire Pathway Project,45154,1120.12
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,No Recourse to Public Funds,Staffordshire Pathway Project,45184,1120.12
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Optima Building Solutions Ltd,45146,1120
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Services - Professional Fees,Vivup,45154,1118.1
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Public Transport/Travel Expenses,GMX Cars Ltd,45184,1110.83
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45159,1110.8
Place,Economy,Economy,Property Management,Electricity,Eon Next,45184,1110.58
Place,Environmental Services,Environmental Services,Highways,Hired Moveable Plant,Rowan Ashworth Ltd,45195,1110
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,Heathcot Pre School Ltd,45117,1110
Place,Environmental Services,Environmental Services,Environmental Management,Protective Clothing,Arco Ltd,45155,1109.76
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45134,1108.85
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45162,1108.85
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45190,1108.85
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,ABC Industrial Doors Ltd,45155,1104
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45161,1104
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45184,1104
