element level code 02 + description,version,nominal,nominal description,group,group description,category,category description
COUNCIL  CUMBERLAND COUNCIL,1,C0000,Balance Brought Forward,D,supplies and services,44,stock related
COUNCIL  CUMBERLAND COUNCIL,2,C0000,Balance Brought Forward,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C0000,Balance Brought Forward,L,other non-cfr costs,20,non cfr other expenditure
COUNCIL  CUMBERLAND COUNCIL,4,C0000,Balance Brought Forward,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C0001,Opening Stock,D,supplies and services,44,stock related
COUNCIL  CUMBERLAND COUNCIL,2,C0001,Opening Stock,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C0001,Opening Stock,L,other non-cfr costs,20,non cfr other expenditure
COUNCIL  CUMBERLAND COUNCIL,4,C0001,Opening Stock,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C0302,Pension Chgs - Addl Pensions,A,employee costs,88,pensn paymnts refnds/trnsfrs
COUNCIL  CUMBERLAND COUNCIL,2,C0302,Pension Chgs - Addl Pensions,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,C0302,Pension Chgs - Addl Pensions,A,employee costs,88,non cfr indirect empee costs
COUNCIL  CUMBERLAND COUNCIL,4,C0302,Pension Chgs - Addl Pensions,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C0303,Pension Charges - Allowances,A,employee costs,88,pensn paymnts refnds/trnsfrs
COUNCIL  CUMBERLAND COUNCIL,2,C0303,Pension Charges - Allowances,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,C0303,Pension Charges - Allowances,A,employee costs,88,non cfr indirect empee costs
COUNCIL  CUMBERLAND COUNCIL,4,C0303,Pension Charges - Allowances,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C0315,Pension Prepay SavingsCurrCost,A,employee costs,88,pensn paymnts refnds/trnsfrs
COUNCIL  CUMBERLAND COUNCIL,2,C0315,Pension Prepay SavingsCurrCost,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,C0315,Pension Prepay SavingsCurrCost,A,employee costs,88,non cfr indirect empee costs
COUNCIL  CUMBERLAND COUNCIL,4,C0315,Pension Prepay SavingsCurrCost,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C0491,Electoral Reg Fees T,A,employee costs,1,basic pay
COUNCIL  CUMBERLAND COUNCIL,2,C0491,Electoral Reg Fees T,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,C0491,Electoral Reg Fees T,A,employee costs,88,non cfr indirect empee costs
COUNCIL  CUMBERLAND COUNCIL,4,C0491,Electoral Reg Fees T,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C0633,Long Service Awards,A,employee costs,92,other employee costs
COUNCIL  CUMBERLAND COUNCIL,2,C0633,Long Service Awards,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,C0633,Long Service Awards,A,employee costs,88,non cfr indirect empee costs
COUNCIL  CUMBERLAND COUNCIL,4,C0633,Long Service Awards,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C0920,Staff Car Loan Payments,Y,system control a/cs -revenue,6,system control a/cs - payroll
COUNCIL  CUMBERLAND COUNCIL,2,C0920,Staff Car Loan Payments,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,C0920,Staff Car Loan Payments,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,C0920,Staff Car Loan Payments,D,sm general fund balance,2,sm general fund balance
COUNCIL  CUMBERLAND COUNCIL,1,C0923,Misc Salary Deduction Payments,Y,system control a/cs -revenue,6,system control a/cs - payroll
COUNCIL  CUMBERLAND COUNCIL,2,C0923,Misc Salary Deduction Payments,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,C0923,Misc Salary Deduction Payments,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,C0923,Misc Salary Deduction Payments,D,sm general fund balance,2,sm general fund balance
COUNCIL  CUMBERLAND COUNCIL,1,C0927,Medicash Payments,Y,system control a/cs -revenue,6,system control a/cs - payroll
COUNCIL  CUMBERLAND COUNCIL,2,C0927,Medicash Payments,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,C0927,Medicash Payments,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,C0927,Medicash Payments,D,sm general fund balance,2,sm general fund balance
COUNCIL  CUMBERLAND COUNCIL,1,C0928,Salary Deduction - Neg Pay,Y,system control a/cs -revenue,6,system control a/cs - payroll
COUNCIL  CUMBERLAND COUNCIL,2,C0928,Salary Deduction - Neg Pay,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,C0928,Salary Deduction - Neg Pay,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,C0928,Salary Deduction - Neg Pay,D,sm general fund balance,2,sm general fund balance
COUNCIL  CUMBERLAND COUNCIL,1,C0929,Salary Sacrifice,Y,system control a/cs -revenue,6,system control a/cs - payroll
COUNCIL  CUMBERLAND COUNCIL,2,C0929,Salary Sacrifice,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,C0929,Salary Sacrifice,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,C0929,Salary Sacrifice,D,sm general fund balance,2,sm general fund balance
COUNCIL  CUMBERLAND COUNCIL,1,C0931,Trade Union Payments,Y,system control a/cs -revenue,6,system control a/cs - payroll
COUNCIL  CUMBERLAND COUNCIL,2,C0931,Trade Union Payments,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,C0931,Trade Union Payments,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,C0931,Trade Union Payments,D,sm general fund balance,2,sm general fund balance
COUNCIL  CUMBERLAND COUNCIL,1,C0936,Give As You Earn Payments,Y,system control a/cs -revenue,6,system control a/cs - payroll
COUNCIL  CUMBERLAND COUNCIL,2,C0936,Give As You Earn Payments,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,C0936,Give As You Earn Payments,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,C0936,Give As You Earn Payments,D,sm general fund balance,2,sm general fund balance
COUNCIL  CUMBERLAND COUNCIL,1,C0941,Attachment of Earnings Payment,Y,system control a/cs -revenue,6,system control a/cs - payroll
COUNCIL  CUMBERLAND COUNCIL,2,C0941,Attachment of Earnings Payment,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,C0941,Attachment of Earnings Payment,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,C0941,Attachment of Earnings Payment,D,sm general fund balance,2,sm general fund balance
COUNCIL  CUMBERLAND COUNCIL,1,C0990,Net Pay,Y,system control a/cs -revenue,6,system control a/cs - payroll
COUNCIL  CUMBERLAND COUNCIL,2,C0990,Net Pay,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,C0990,Net Pay,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,C0990,Net Pay,D,sm general fund balance,2,sm general fund balance
COUNCIL  CUMBERLAND COUNCIL,1,C0991,Pay Advances,Y,system control a/cs -revenue,6,system control a/cs - payroll
COUNCIL  CUMBERLAND COUNCIL,2,C0991,Pay Advances,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,C0991,Pay Advances,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,C0991,Pay Advances,D,sm general fund balance,2,sm general fund balance
COUNCIL  CUMBERLAND COUNCIL,1,C1206,Storage of Polling Booths,B,premises,6,repairs & maintenance
COUNCIL  CUMBERLAND COUNCIL,2,C1206,Storage of Polling Booths,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,C1206,Storage of Polling Booths,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,C1206,Storage of Polling Booths,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C1866,New and Supplementary Lighting,B,premises,6,repairs & maintenance
COUNCIL  CUMBERLAND COUNCIL,2,C1866,New and Supplementary Lighting,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,C1866,New and Supplementary Lighting,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,C1866,New and Supplementary Lighting,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C1868,Festive Lighting,B,premises,6,repairs & maintenance
COUNCIL  CUMBERLAND COUNCIL,2,C1868,Festive Lighting,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,C1868,Festive Lighting,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,C1868,Festive Lighting,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C2145,Vehicle Washer,C,transport,6,veh & plant running costs
COUNCIL  CUMBERLAND COUNCIL,2,C2145,Vehicle Washer,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,C2145,Vehicle Washer,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,C2145,Vehicle Washer,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C2801,Cycle to Work Purchase,C,transport,2,veh&plant purchase not capital
COUNCIL  CUMBERLAND COUNCIL,2,C2801,Cycle to Work Purchase,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,C2801,Cycle to Work Purchase,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,C2801,Cycle to Work Purchase,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3016,Refuse Sacks and Bins,D,supplies and services,2,equipmt/furniture / materials
COUNCIL  CUMBERLAND COUNCIL,2,C3016,Refuse Sacks and Bins,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3016,Refuse Sacks and Bins,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3016,Refuse Sacks and Bins,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3035,Memorial Expenses,D,supplies and services,2,equipmt/furniture / materials
COUNCIL  CUMBERLAND COUNCIL,2,C3035,Memorial Expenses,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3035,Memorial Expenses,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3035,Memorial Expenses,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3060,Polling Booth Repairs,D,supplies and services,2,equipmt/furniture / materials
COUNCIL  CUMBERLAND COUNCIL,2,C3060,Polling Booth Repairs,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3060,Polling Booth Repairs,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3060,Polling Booth Repairs,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3061,Polling Booths and Notice B,D,supplies and services,2,equipmt/furniture / materials
COUNCIL  CUMBERLAND COUNCIL,2,C3061,Polling Booths and Notice B,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3061,Polling Booths and Notice B,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3061,Polling Booths and Notice B,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3110,Mayoral Entertainment,D,supplies and services,10,catering
COUNCIL  CUMBERLAND COUNCIL,2,C3110,Mayoral Entertainment,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3110,Mayoral Entertainment,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3110,Mayoral Entertainment,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3112,Mayor Making,D,supplies and services,10,catering
COUNCIL  CUMBERLAND COUNCIL,2,C3112,Mayor Making,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3112,Mayor Making,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3112,Mayor Making,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3113,Mayoral Badges,D,supplies and services,12,clothing/uniforms/laundry
COUNCIL  CUMBERLAND COUNCIL,2,C3113,Mayoral Badges,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3113,Mayoral Badges,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3113,Mayoral Badges,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3310,Book of Remembrance Inscriptn,D,supplies and services,14,print/stat/office expenses
COUNCIL  CUMBERLAND COUNCIL,2,C3310,Book of Remembrance Inscriptn,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3310,Book of Remembrance Inscriptn,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3310,Book of Remembrance Inscriptn,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3311,Remembrance Cards,D,supplies and services,14,print/stat/office expenses
COUNCIL  CUMBERLAND COUNCIL,2,C3311,Remembrance Cards,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3311,Remembrance Cards,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3311,Remembrance Cards,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3435,Unallocated Expenditure,D,supplies and services,36,miscellaneous expenses
COUNCIL  CUMBERLAND COUNCIL,2,C3435,Unallocated Expenditure,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3435,Unallocated Expenditure,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3435,Unallocated Expenditure,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3436,Land Registry Search Fees,D,supplies and services,18,services - financial charges
COUNCIL  CUMBERLAND COUNCIL,2,C3436,Land Registry Search Fees,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3436,Land Registry Search Fees,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3436,Land Registry Search Fees,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3437,OrdSurvey & non Land Reg Sear,D,supplies and services,18,services - financial charges
COUNCIL  CUMBERLAND COUNCIL,2,C3437,OrdSurvey & non Land Reg Sear,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3437,OrdSurvey & non Land Reg Sear,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3437,OrdSurvey & non Land Reg Sear,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3439,PH Act Burials,D,supplies and services,18,services - financial charges
COUNCIL  CUMBERLAND COUNCIL,2,C3439,PH Act Burials,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3439,PH Act Burials,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3439,PH Act Burials,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3444,Health Ed and Home Safety,D,supplies and services,18,services - financial charges
COUNCIL  CUMBERLAND COUNCIL,2,C3444,Health Ed and Home Safety,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3444,Health Ed and Home Safety,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3444,Health Ed and Home Safety,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3447,Removal of Travellers,D,supplies and services,18,services - financial charges
COUNCIL  CUMBERLAND COUNCIL,2,C3447,Removal of Travellers,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3447,Removal of Travellers,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3447,Removal of Travellers,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3458,HIALabour & Subcon for Clients,D,supplies and services,18,services - financial charges
COUNCIL  CUMBERLAND COUNCIL,2,C3458,HIALabour & Subcon for Clients,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3458,HIALabour & Subcon for Clients,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3458,HIALabour & Subcon for Clients,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3461,Medical Cert for clients,D,supplies and services,18,services - financial charges
COUNCIL  CUMBERLAND COUNCIL,2,C3461,Medical Cert for clients,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3461,Medical Cert for clients,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3461,Medical Cert for clients,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3462,Referral and Commission Fees,D,supplies and services,18,services - financial charges
COUNCIL  CUMBERLAND COUNCIL,2,C3462,Referral and Commission Fees,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3462,Referral and Commission Fees,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3462,Referral and Commission Fees,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3465,Driver Lic Electronic Checks,D,supplies and services,18,services - financial charges
COUNCIL  CUMBERLAND COUNCIL,2,C3465,Driver Lic Electronic Checks,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3465,Driver Lic Electronic Checks,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3465,Driver Lic Electronic Checks,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3467,Credit Search Check,D,supplies and services,18,services - financial charges
COUNCIL  CUMBERLAND COUNCIL,2,C3467,Credit Search Check,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3467,Credit Search Check,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3467,Credit Search Check,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3479,PCN Adjudication Service,D,supplies and services,36,miscellaneous expenses
COUNCIL  CUMBERLAND COUNCIL,2,C3479,PCN Adjudication Service,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3479,PCN Adjudication Service,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3479,PCN Adjudication Service,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3490,Refunds,D,supplies and services,36,miscellaneous expenses
COUNCIL  CUMBERLAND COUNCIL,2,C3490,Refunds,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3490,Refunds,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3490,Refunds,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3605,Conference Fees,D,supplies and services,35,expenses
COUNCIL  CUMBERLAND COUNCIL,2,C3605,Conference Fees,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3605,Conference Fees,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3605,Conference Fees,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3611,Mayoral Other Expenses,D,supplies and services,31,members expenses
COUNCIL  CUMBERLAND COUNCIL,2,C3611,Mayoral Other Expenses,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3611,Mayoral Other Expenses,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3611,Mayoral Other Expenses,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3617,Civic Ceremonies,D,supplies and services,35,expenses
COUNCIL  CUMBERLAND COUNCIL,2,C3617,Civic Ceremonies,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3617,Civic Ceremonies,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3617,Civic Ceremonies,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,C3847,Security,D,supplies and services,36,miscellaneous expenses
COUNCIL  CUMBERLAND COUNCIL,2,C3847,Security,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,C3847,Security,L,other non-cfr costs,14,non cfr supplies & services
COUNCIL  CUMBERLAND COUNCIL,4,C3847,Security,A,revenue,2,revenue income and expenditure
