Transaction Number,Service - Fund ,Service  - Function ,Service - Cost Centre,Expense Type ,Expense Description,Supplier Name,Supplier Post Code (first 4 digits),Payment Date,Amount £,,,,
95479233,Sheltered Accomodation,Special Services,Lilian Lock Gardens,Premises Costs,Water,THAMES WATER UTILITIES LTD,SN38,17/07/2023,947.99,,,,
97380233,Sheltered Accomodation,Special Services,Elsie Hazell Court,Premises Costs,Water,THAMES WATER UTILITIES LTD,SN38,31/07/2023,"1,588.28",,,,
95481233,Sheltered Accomodation,Special Services,Lilian Lock Gardens,Premises Costs,Water,THAMES WATER UTILITIES LTD,SN38,17/07/2023,947.99,,,,
95463233,Sheltered Accomodation,Special Services,Lilian Lock Gardens,Premises Costs,Water,THAMES WATER UTILITIES LTD,SN38,17/07/2023,"1,290.95",,,,
97377233,Sheltered Accomodation,Special Services,Elsie Hazell Court,Premises Costs,Water,THAMES WATER UTILITIES LTD,SN38,31/07/2023,"1,708.08",,,,
95462233,Sheltered Accomodation,Special Services,Cockram Court,Premises Costs,Water,THAMES WATER UTILITIES LTD,SN38,17/07/2023,"1,332.11",,,,
95459234,Sheltered Accomodation,Special Services,Cockram Court,Premises Costs,Water,THAMES WATER UTILITIES LTD,SN38,17/07/2023,"1,332.11",,,,
95457233,Sheltered Accomodation,Special Services,Cockram Court,Premises Costs,Water,THAMES WATER UTILITIES LTD,SN38,17/07/2023,"1,332.11",,,,
93546233,Sheltered Accomodation,Special Services,Middi Haines Court,Premises Costs,Water,THAMES WATER UTILITIES LTD,SN38,05/07/2023,"1,044.02",,,,
94178243,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,THE ADOLESCENT & CHILDREN'S TRUST,NE24,10/07/2023,"3,870.00",,,,
94178245,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,THE ADOLESCENT & CHILDREN'S TRUST,NE24,10/07/2023,"6,728.70",,,,
94178240,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,THE ADOLESCENT & CHILDREN'S TRUST,NE24,10/07/2023,"3,999.00",,,,
94178238,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,THE ADOLESCENT & CHILDREN'S TRUST,NE24,10/07/2023,"3,999.00",,,,
94178242,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,THE ADOLESCENT & CHILDREN'S TRUST,NE24,10/07/2023,"3,999.00",,,,
94178241,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,THE ADOLESCENT & CHILDREN'S TRUST,NE24,10/07/2023,"3,870.00",,,,
94178244,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,THE ADOLESCENT & CHILDREN'S TRUST,NE24,10/07/2023,"6,952.99",,,,
94178239,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,THE ADOLESCENT & CHILDREN'S TRUST,NE24,10/07/2023,"3,870.00",,,,
94178236,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,THE ADOLESCENT & CHILDREN'S TRUST,NE24,10/07/2023,"3,999.00",,,,
94178237,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,THE ADOLESCENT & CHILDREN'S TRUST,NE24,10/07/2023,"3,870.00",,,,
96981233,Learning Disabilities,Adults,Learning Disability 18 - 64,Supplies and Services,Services,THE ADVOCACY PEOPLE,TN34,28/07/2023,750.18,,,,
94331233,Elections & Democracy,Elections and Democracy,Register of Electors,Employees,Training,THE ASSOCIATION OF ELECTORAL ADMINISTRATORS,SR1 ,10/07/2023,"1,585.00",,,,
96939234,DSG Other Funding,DSG Skills and Attainment,LAC pupil premium,3rd Party Payments,Education / Training,THE ATTACHMENT RESEARCH COMMUNITY,CV37,28/07/2023,597.00,,,,
95906234,DSG Other Funding,DSG Skills and Attainment,LAC pupil premium,3rd Party Payments,Education / Training,THE BECKLANDS SCHOOL LTD,YO43,19/07/2023,"5,538.48",,,,
95904233,DSG Other Funding,DSG Skills and Attainment,LAC pupil premium,3rd Party Payments,Education / Training,THE BECKLANDS SCHOOL LTD,YO43,19/07/2023,"6,461.56",,,,
95908233,DSG Other Funding,DSG Skills and Attainment,LAC pupil premium,3rd Party Payments,Education / Training,THE BECKLANDS SCHOOL LTD,YO43,19/07/2023,"2,153.84",,,,
95635233,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Residential Care,THE BEECHES UK LTD,N3 2,19/07/2023,"22,457.14",,,,
95672233,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Residential Care,THE BEECHES UK LTD,N3 2,19/07/2023,"22,457.14",,,,
94972450,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,THE BIG ADVENTURE CLUB LTD,SN4 ,12/07/2023,"4,218.27",,,,
95702288,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,THE BIG ADVENTURE CLUB LTD,SN4 ,19/07/2023,576.00,,,,
96561233,Early Help,Early Intervention & Prevention,"Holiday, Activities & Food Grant",3rd Party Payments,Contracts - Child Care,THE BIG ADVENTURE CLUB LTD,SN4 ,26/07/2023,"19,854.00",,,,
95416265,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,THE BLUE KITE ACADEMY TRUST,SN2 ,14/07/2023,"3,003.34",,,,
94558233,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,THE BLUE KITE ACADEMY TRUST,SN2 ,12/07/2023,"13,272.10",,,,
95416297,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,THE BLUE KITE ACADEMY TRUST,SN2 ,14/07/2023,"1,801.67",,,,
95416271,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,THE BLUE KITE ACADEMY TRUST,SN2 ,14/07/2023,"16,888.00",,,,
95416278,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,THE BLUE KITE ACADEMY TRUST,SN2 ,14/07/2023,"7,745.83",,,,
95416300,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,THE BLUE KITE ACADEMY TRUST,SN2 ,14/07/2023,"4,546.34",,,,
95416276,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,THE BLUE KITE ACADEMY TRUST,SN2 ,14/07/2023,"15,792.50",,,,
95416243,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,THE BLUE KITE ACADEMY TRUST,SN2 ,14/07/2023,"9,759.33",,,,
94972478,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,THE BLUE KITE ACADEMY TRUST,SN2 ,12/07/2023,670.80,,,,
95702293,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,THE BLUE KITE ACADEMY TRUST,SN2 ,19/07/2023,561.60,,,,
94535233,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,THE BLUE KITE ACADEMY TRUST,SN2 ,12/07/2023,"8,380.48",,,,
95416329,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,THE BLUE KITE ACADEMY TRUST,SN2 ,14/07/2023,"3,992.92",,,,
95416328,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,THE BLUE KITE ACADEMY TRUST,SN2 ,14/07/2023,"3,662.50",,,,
95416259,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,THE BLUE KITE ACADEMY TRUST,SN2 ,14/07/2023,"5,528.84",,,,
94972477,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,THE BLUE KITE ACADEMY TRUST,SN2 ,12/07/2023,"11,229.86",,,,
95416257,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,THE BLUE KITE ACADEMY TRUST,SN2 ,14/07/2023,"4,083.33",,,,
96541233,Early Help,Early Intervention & Prevention,"Holiday, Activities & Food Grant",3rd Party Payments,Contracts - Child Care,THE BLUE KITE ACADEMY TRUST,SN2 ,26/07/2023,"1,584.00",,,,
95416338,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,THE BLUE KITE ACADEMY TRUST,SN2 ,14/07/2023,"13,884.13",,,,
95561233,"Volutary Sector, Equipment and Carers",Adults,Voluntary Sector Adults,3rd Party Payments,Contracts - Social Care,THE CARE FORUM,BS16,17/07/2023,"26,750.00",,,,
96669233,High Needs Block,DSG Skills and Attainment,Out of Borough School Fees,3rd Party Payments,OLA Special schools- Pre 16,THE CHILDRENS TRUST,KT20,26/07/2023,"20,277.84",,,,
95332233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Nursing Care,THE CLOSE,OX14,14/07/2023,"9,147.50",,,,
95332233,Physical Support,Adults,Physical Support 18 - 64,Income,Client Contribution - Nursing,THE CLOSE,OX14,14/07/2023,-604.00,,,,
95416341,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,THE COMMONWEAL SCHOOL (ACADEMY),SN1 ,14/07/2023,"13,710.17",,,,
95416310,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,THE COMMONWEAL SCHOOL (ACADEMY),SN1 ,14/07/2023,"9,298.33",,,,
95702289,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,REDACTED PERSONAL DATA,SN3 ,19/07/2023,600.00,,,,
94972452,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - two year olds,3rd Party Payments,Contracts - Child Care,REDACTED PERSONAL DATA,SN3 ,12/07/2023,"2,009.99",,,,
94972454,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,REDACTED PERSONAL DATA,SN3 ,12/07/2023,"2,215.20",,,,
95649248,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,REDACTED PERSONAL DATA,SN3 ,19/07/2023,828.00,,,,
94972453,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,REDACTED PERSONAL DATA,SN3 ,12/07/2023,"11,544.78",,,,
94593233,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - two year olds,3rd Party Payments,Contracts - Child Care,THE CO-OPERATIVE CHILDCARE SWINDON HOSPITAL,SN3 ,12/07/2023,"1,197.54",,,,
95702265,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,THE CO-OPERATIVE CHILDCARE SWINDON HOSPITAL,SN3 ,19/07/2023,624.00,,,,
95648237,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,THE CO-OPERATIVE CHILDCARE SWINDON HOSPITAL,SN3 ,19/07/2023,"2,280.00",,,,
95702266,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,THE CO-OPERATIVE CHILDCARE SWINDON HOSPITAL,SN3 ,19/07/2023,936.00,,,,
95702267,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,THE CO-OPERATIVE CHILDCARE SWINDON HOSPITAL,SN3 ,19/07/2023,960.00,,,,
94594233,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,THE CO-OPERATIVE CHILDCARE SWINDON HOSPITAL,SN3 ,12/07/2023,"21,152.46",,,,
95649244,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,THE CO-OPERATIVE CHILDCARE SWINDON HOSPITAL,SN3 ,19/07/2023,"1,656.00",,,,
95416332,High Needs Block,DSG Skills and Attainment,SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,THE DEANERY CE ACADEMY,SN1 ,14/07/2023,"9,309.92",,,,
97043233,Property & Assets,Property & Assets,DMJ Repairs,Capital,Professional Fees,THE DOWNLAND PARTNERSHIP LIMITED,SN10,28/07/2023,"13,060.00",,,,
95347267,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,THE ELMS (STAPLETON) LTD,BS37,14/07/2023,"4,163.40",,,,
95347267,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,THE ELMS (STAPLETON) LTD,BS37,14/07/2023,"-3,810.24",,,,
95347267,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,THE ELMS (STAPLETON) LTD,BS37,14/07/2023,"6,879.60",,,,
95347267,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,THE ELMS (STAPLETON) LTD,BS37,14/07/2023,"5,503.68",,,,
96603234,Streetsmart,Streetsmart,Waste - Processing,Supplies and Services,License Costs,THE ENVIRONMENT AGENCY,NP10,26/07/2023,"1,109.00",,,,
96851240,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,THE FOSTERING FOUNDATION LTD,CR3 ,26/07/2023,"3,671.64",,,,
96851239,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,THE FOSTERING FOUNDATION LTD,CR3 ,26/07/2023,"3,671.64",,,,
96851241,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,THE FOSTERING FOUNDATION LTD,CR3 ,26/07/2023,"3,859.81",,,,
96670233,Social Care,"Children, Families and Community Health Services",Fostering Service Team,Supplies and Services,Services,THE FOSTERING NETWORK,SE1 ,26/07/2023,"1,200.00",,,,
95590233,"Volutary Sector, Equipment and Carers",Adults,Voluntary Sector Adults,3rd Party Payments,Contracts - Social Care,THE HARBOUR PROJECT FOR SWINDON REFUGEE & ASYLUM SEEKERS,SN1 ,26/07/2023,"11,500.00",,,,
96955234,Traded Services,"Education, Inclusion and Skills",Governor Support,Supplies and Services,Subscriptions,THE KEY SUPPORT SERVICES LTD,EC1Y,28/07/2023,"4,900.00",,,,
95261233,Physical Support,Adults,Physical Support 18 - 64,Income,Client Contribution - Residential,THE LEONARD CHESHIRE FOUNDATION,WV1 ,14/07/2023,-489.75,,,,
95261233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Residential Care,THE LEONARD CHESHIRE FOUNDATION,WV1 ,14/07/2023,"5,743.20",,,,
96920233,Elections & Democracy,Elections and Democracy,Local Elections,Premises Costs,Rents,THE MAN WITH A VAN,SN5 ,26/07/2023,"1,510.00",,,,
96967233,Elections & Democracy,Elections and Democracy,Local Elections,Supplies and Services,Services,THE MAN WITH A VAN,SN5 ,28/07/2023,500.00,,,,
96772233,Heritage,Culture,Lydiard House & Hotel Improvements,Capital,Professional Fees,THE MAN WITH A VAN,SN5 ,26/07/2023,600.00,,,,
95757235,Town Centre,"Economy, Growth and Place",Heritage Action Zone (HAZ),Supplies and Services,Materials,REDACTED PERSONAL DATA,SN1 ,19/07/2023,"46,704.25",,,,
94632233,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - two year olds,3rd Party Payments,Contracts - Child Care,REDACTED PERSONAL DATA,SN3 ,12/07/2023,"1,916.07",,,,
94633233,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,REDACTED PERSONAL DATA,SN3 ,12/07/2023,"12,814.29",,,,
94631233,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - two year olds,3rd Party Payments,Contracts - Child Care,REDACTED PERSONAL DATA,SN3 ,12/07/2023,"1,916.07",,,,
94630233,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,REDACTED PERSONAL DATA,SN3 ,12/07/2023,"4,482.95",,,,
95027233,Landlord Services,Supervision & Management,Estate Management Team,Premises Costs,Non-contract Cleaning,THE ODD COUPLE CLEANING SERVICES (WEST SWINDON),GL7 ,14/07/2023,792.00,,,,
94933233,Landlord Services,Supervision & Management,Estate Management Team,Premises Costs,Non-contract Cleaning,THE ODD COUPLE CLEANING SERVICES (WEST SWINDON),GL7 ,12/07/2023,500.00,,,,
95863233,Homelessness and Travellers,Housing Services,Hay Lane Travellers Site,Premises Costs,Maintenance - Grounds,THE ODD COUPLE CLEANING SERVICES (WEST SWINDON),GL7 ,19/07/2023,540.00,,,,
95366233,Physical Support,Adults,Physical Support 18 - 64,Supplies and Services,Services,THE ODD COUPLE CLEANING SERVICES (WEST SWINDON),GL7 ,14/07/2023,335.00,,,,
