Authority,Service Area,Description,Supplier,Payment,Amount
Bolton MBC,Adult Services,Contracted Services,Recovery Support Ltd,01-Jul-23,"£13,863.36"
Bolton MBC,Adult Services,Contracted Services,Recovery Support Ltd,01-Jul-23,£866.46
Bolton MBC,Adult Services,Client Support Costs,Redacted - Personal Data,11-Jul-23,£600.00
Bolton MBC,Adult Services,Residential Provision,Redacted - Personal Data,03-Jul-23,"£5,229.96"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£563.09
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£640.36
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£705.25
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£770.83
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£687.69
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£736.43
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,"£1,227.38"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,"£1,227.38"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,"£1,014.63"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£981.90
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,"£1,227.38"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,"£1,227.38"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,"£1,227.38"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,"£1,227.38"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£818.25
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,096.46"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,227.38"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,031.00"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£981.90
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£801.89
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,"£1,284.64"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£963.48
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,"£1,284.64"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,284.64"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,"£1,284.64"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£589.14
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,"£1,211.01"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,"£1,227.38"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,227.38"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,"£1,125.90"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,"£1,406.55"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£844.43
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,"£1,526.19"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£539.45
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£881.96
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,"£1,125.90"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,"£1,687.86"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,"£1,663.76"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£539.45
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,"£1,125.90"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£713.07
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,"£1,406.55"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,"£1,351.08"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£881.96
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,154.05"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,125.90"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,406.55"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,650.01"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,125.90"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£539.45
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,"£1,406.55"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£539.45
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,"£1,125.90"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,"£1,313.55"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£532.10
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,"£1,479.26"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,"£1,479.26"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,"£1,479.26"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,479.26"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,"£1,479.26"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,"£1,211.01"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,"£1,222.46"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,211.01"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£981.90
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£539.38
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£539.38
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,"£1,211.01"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£558.38
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£981.90
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£558.38
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,"£1,211.01"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£558.38
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£558.38
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,211.01"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£981.90
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£637.02
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£561.19
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£710.76
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£539.38
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£539.38
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£539.38
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,"£1,211.01"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,"£1,211.01"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,"£1,211.01"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,211.01"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,"£1,211.01"
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£990.21
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£946.93
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£946.93
Bolton MBC,Adult Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£985.14
Bolton MBC,Adult Services,Clients Aids & Adaptations,Rehabilitation Manufacturing Svs Ltd,01-Jul-23,£800.00
Bolton MBC,Adult Services,Clients Aids & Adaptations,Rehabilitation Manufacturing Svs Ltd,05-Jul-23,£643.00
Bolton MBC,Adult Services,Contracted Services,Right Care (NW) Limited,10-Jul-23,"£3,293.79"
Bolton MBC,Adult Services,Contracted Services,Right Care (NW) Limited,10-Jul-23,£752.07
Bolton MBC,Adult Services,Contracted Services,Rings Homecare Service Limited,10-Jul-23,"£2,733.55"
Bolton MBC,Adult Services,Contracted Services,Rings Homecare Service Limited,10-Jul-23,"£2,817.23"
Bolton MBC,Adult Services,Nursing Provision,Rivington View Nursing Home,03-Jul-23,"£2,990.00"
Bolton MBC,Adult Services,Residential Provision,Rivington View Nursing Home,03-Jul-23,"£2,790.00"
Bolton MBC,Adult Services,Contracted Services,RNHS Ltd,03-Jul-23,"£6,782.06"
Bolton MBC,Adult Services,Contracted Services,RNHS Ltd,03-Jul-23,£798.84
Bolton MBC,Adult Services,Clients Aids & Adaptations,RNIB Enterprises Limited,21-Jul-23,£580.56
Bolton MBC,Adult Services,Contracted Services,Robertson Facilities Management Limited,12-Jul-23,"£1,525.72"
Bolton MBC,Adult Services,Contracted Services,Robertson Facilities Management Limited,12-Jul-23,"£1,451.29"
Bolton MBC,Adult Services,Operational Equipment Purchase,Robertson Facilities Management Limited,12-Jul-23,"£7,660.05"
Bolton MBC,Adult Services,Nursing Provision,Rose Court Nursing Home,03-Jul-23,"£6,196.88"
Bolton MBC,Adult Services,Residential Provision,Rose Court Nursing Home,03-Jul-23,"£5,182.20"
Bolton MBC,Adult Services,Nursing Provision,Rosebridge Court,03-Jul-23,"£6,020.00"
Bolton MBC,Adult Services,Contracted Services,Rosewood Court,12-Jul-23,"£16,517.46"
Bolton MBC,Adult Services,Contracted Services,Salford City Council,01-Jul-23,"£13,148.25"
Bolton MBC,Adult Services,Contracted Services,Salford City Council,28-Jul-23,"£13,148.25"
Bolton MBC,Adult Services,Residential Provision,Segal Gardens,03-Jul-23,"£15,798.64"
Bolton MBC,Adult Services,Clients Aids & Adaptations,Select Medical Limited,04-Jul-23,£506.00
Bolton MBC,Adult Services,Contracted Services,Serenity Healthcare Services Limited,01-Jul-23,£621.02
Bolton MBC,Adult Services,Contracted Services,Serenity Healthcare Services Limited,01-Jul-23,£655.49
Bolton MBC,Adult Services,Contracted Services,Serenity Healthcare Services Limited,01-Jul-23,£655.49
Bolton MBC,Adult Services,Contracted Services,Seva Line,04-Jul-23,"£13,078.00"
Bolton MBC,Adult Services,Residential Provision,Sevaline Care Homes Ltd T/A Glenhomes Care Home,03-Jul-23,"£5,432.00"
Bolton MBC,Adult Services,Nursing Provision,Shannon Court Care Home Limited,03-Jul-23,"£7,615.29"
Bolton MBC,Adult Services,Residential Provision,Shannon Court Care Home Limited,03-Jul-23,"£2,812.00"
Bolton MBC,Adult Services,Residential Provision,Shannon Court Care Home Limited,03-Jul-23,"£3,096.00"
Bolton MBC,Adult Services,Contracted Services,SignHealth#The Deaf Health Charity,01-Jul-23,"£2,185.60"
Bolton MBC,Adult Services,Clients Aids & Adaptations,Simply Moving & Sleeping Limited,04-Jul-23,"£2,723.97"
Bolton MBC,Adult Services,Clients Aids & Adaptations,Simply Moving & Sleeping Limited,02-Jul-23,£948.70
Bolton MBC,Adult Services,Clients Aids & Adaptations,Simply Moving & Sleeping Limited,25-Jul-23,£562.76
Bolton MBC,Adult Services,Clients - Bus Fares,SMA Cars,03-Jul-23,"£1,800.00"
Bolton MBC,Adult Services,Residential Provision,Somerset House,03-Jul-23,"£19,574.88"
Bolton MBC,Adult Services,Residential Provision,Southlands Residential Home#Southlands,03-Jul-23,"£2,612.00"
Bolton MBC,Adult Services,Nursing Provision,St Catherines Care Home,03-Jul-23,"£9,288.00"
Bolton MBC,Adult Services,Residential Provision,St Catherines Care Home,03-Jul-23,"£2,612.00"
Bolton MBC,Adult Services,Nursing Provision,Stocks Hall Care Homes Ltd#St Helens,03-Jul-23,"£3,227.52"
Bolton MBC,Adult Services,Contracted Services,Supported Steps CIC,03-Jul-23,"£1,379.07"
Bolton MBC,Adult Services,Contracted Services,Supported Steps CIC,07-Jul-23,"£1,396.50"
Bolton MBC,Adult Services,Contracted Services,Supported Steps CIC,21-Jul-23,"£1,403.48"
Bolton MBC,Adult Services,Contracted Services,Supported Steps CIC,28-Jul-23,"£1,426.14"
Bolton MBC,Adult Services,Contracted Services,Supported Steps CIC,03-Jul-23,"£1,912.57"
Bolton MBC,Adult Services,Contracted Services,Supported Steps CIC,07-Jul-23,"£1,823.66"
Bolton MBC,Adult Services,Contracted Services,Supported Steps CIC,21-Jul-23,"£1,750.43"
Bolton MBC,Adult Services,Contracted Services,Supported Steps CIC,28-Jul-23,"£1,684.18"
Bolton MBC,Adult Services,Residential Provision,Take a Break with Choices,03-Jul-23,"£9,725.60"
Bolton MBC,Adult Services,Residential Provision,The Brandles,03-Jul-23,"£2,651.40"
Bolton MBC,Adult Services,Residential Provision,The Bungalow Residential Home,03-Jul-23,"£2,916.56"
Bolton MBC,Adult Services,Residential Provision,The Clough Residential Home,03-Jul-23,"£2,612.00"
Bolton MBC,Adult Services,Residential Provision,The David Lewis Centre,03-Jul-23,"£12,786.60"
Bolton MBC,Adult Services,Contracted Services,The Local Care Company (Bolton) Limited,10-Jul-23,£556.50
Bolton MBC,Adult Services,Contracted Services,The Local Care Company (Bolton) Limited,07-Jul-23,"£10,827.08"
Bolton MBC,Adult Services,Contracted Services,The Local Care Company (Bolton) Limited,10-Jul-23,"£1,156.23"
Bolton MBC,Adult Services,Contracted Services,The Local Care Company (Bolton) Limited,07-Jul-23,£853.95
Bolton MBC,Adult Services,Residential Provision,The Lodge Buckshaw Retirement Village#The Lodge,03-Jul-23,"£5,816.36"
Bolton MBC,Adult Services,Residential Provision,The Meadows,03-Jul-23,"£11,967.40"
Bolton MBC,Adult Services,Contracted Services,The Stroke Association,11-Jul-23,"£5,100.00"
Bolton MBC,Adult Services,Contracted Services,The Withins,19-Jul-23,"£4,475.40"
Bolton MBC,Adult Services,Clients Aids & Adaptations,Tom Gallagher Limited,10-Jul-23,£704.92
Bolton MBC,Adult Services,Clients Aids & Adaptations,Tom Gallagher Limited,10-Jul-23,£700.00
Bolton MBC,Adult Services,Clients Aids & Adaptations,Tom Gallagher Limited,28-Jul-23,£501.48
Bolton MBC,Adult Services,Clients Aids & Adaptations,Tom Gallagher Limited,28-Jul-23,£718.71
Bolton MBC,Adult Services,Clients Aids & Adaptations,Tom Gallagher Limited,29-Jul-23,£550.00
Bolton MBC,Adult Services,Clients Aids & Adaptations,Tom Gallagher Limited,29-Jul-23,£579.85
Bolton MBC,Adult Services,Clients Aids & Adaptations,Tom Gallagher Limited,29-Jul-23,£693.96
Bolton MBC,Adult Services,Contracted Services,Trafalgar Court,01-Jul-23,£791.28
Bolton MBC,Adult Services,Clients Aids & Adaptations,Trulife Limited,04-Jul-23,"£1,000.00"
Bolton MBC,Adult Services,Clients Aids & Adaptations,Trulife Limited,11-Jul-23,£780.00
Bolton MBC,Adult Services,Nursing Provision,Vale House,03-Jul-23,"£83,868.80"
Bolton MBC,Adult Services,Agency Staff - Full-time,Vivid Resourcing,05-Jul-23,"£3,200.00"
Bolton MBC,Adult Services,Agency Staff - Full-time,Vivid Resourcing,19-Jul-23,"£3,200.00"
Bolton MBC,Adult Services,Operational Equipment Purchase,VoiceAbility,01-Jul-23,"£55,467.18"
Bolton MBC,Adult Services,Residential Provision,Westmead,03-Jul-23,"£53,025.64"
Bolton MBC,Adult Services,Contracted Services,Westwood Homecare (North West) Limited,28-Jul-23,"£7,973.41"
Bolton MBC,Adult Services,Contracted Services,Westwood Homecare (North West) Limited,01-Jul-23,"£6,476.08"
Bolton MBC,Adult Services,Contracted Services,Westwood Homecare (North West) Limited,28-Jul-23,"£2,818.92"
Bolton MBC,Adult Services,Contracted Services,Westwood Homecare (North West) Limited,01-Jul-23,"£2,636.40"
Bolton MBC,Adult Services,Residential Provision,Withins Residential Home,03-Jul-23,"£3,116.00"
Bolton MBC,Adult Services,Residential Provision,Withins Residential Home,03-Jul-23,"£16,112.00"
Bolton MBC,Adult Services,Residential Provision,Woodlands Care Home,03-Jul-23,"£2,896.00"
Bolton MBC,Adult Services,Contracted Services,Wyresdale House,01-Jul-23,"£18,253.20"
Bolton MBC,Adult Services,Contracted Services,Wyresdale House,01-Jul-23,"£18,678.00"
Bolton MBC,Adult Services,Contracted Services,Yasnad Ltd t/a Bluebird Care Bury,01-Jul-23,"£2,351.46"
Bolton MBC,Adult Services,Contracted Services,Yasnad Ltd t/a Bluebird Care Bury,01-Jul-23,"£2,214.60"
Bolton MBC,Adult Services,Contracted Services,Yasnad Ltd t/a Bluebird Care Bury,01-Jul-23,"£2,065.06"
Bolton MBC,Adult Services,Contracted Services,Yasnad Ltd t/a Bluebird Care Bury,11-Jul-23,"£2,091.04"
Bolton MBC,Adult Services,Contracted Services,Your Care Solutions Limited,13-Jul-23,"£1,074.10"
